id,match_id,team_id,scored,conceded,tries,cons,pens,drops
2883,25117,1,31,16,4,2,1,0
2884,25118,2,18,28,2,1,2,0
2885,25112,3,26,16,2,2,4,0
2886,25112,20,16,26,1,1,3,0
2887,25113,1,47,13,6,4,2,0
2888,25113,4,13,47,1,1,2,0
2889,25111,56,8,7,,,,
2890,25111,30,7,8,,,,
2891,25110,10,12,28,2,1,0,0
2892,25110,15,28,12,3,2,2,1
2893,25104,4,24,22,2,1,2,0
2894,25104,6,22,24,3,2,1,0
2895,25103,2,10,29,1,1,1,0
2896,25103,8,29,10,4,3,1,0
2897,25107,87,42,6,,,,
2898,25107,56,6,42,,,,
2899,25090,27,17,26,2,2,1,0
2900,25095,4,16,33,1,1,2,0
2901,25098,2,18,11,2,1,2,0
2902,25090,14,26,17,4,3,0,0
2903,25095,5,33,16,4,2,2,0
2904,25098,15,11,18,1,0,2,0
2905,25092,9,43,8,5,2,2,0
2906,25094,20,22,39,1,1,2,0
2907,25092,16,8,43,1,0,0,1
2908,25094,10,39,22,4,2,2,0
2909,25089,18,68,12,,,,
2910,25089,13,12,68,,,,
2911,25078,3,7,45,1,1,0,0
2912,25076,1,26,16,2,2,3,1
2913,25078,8,45,7,5,2,2,0
2914,25076,6,16,26,1,1,2,0
2915,25079,20,48,0,7,2,1,0
2916,25084,94,30,27,,,,
2917,25084,22,27,30,,,,
2918,25079,16,0,48,0,0,0,0
2919,25086,119,57,17,,,,
2920,25086,41,17,57,,,,
2921,25088,125,7,37,,,,
2922,25088,72,37,7,,,,
2923,25081,81,29,6,,,,
2924,25081,28,6,29,,,,
2925,25075,17,24,12,,,,
2926,25075,95,12,24,,,,
2927,25073,4,11,10,1,0,1,1
2928,25073,14,10,11,1,1,0,1
2929,25063,24,49,0,,,,
2930,25063,82,0,49,,,,
2931,25062,9,26,16,2,2,3,0
2932,25062,6,16,26,1,1,2,0
2933,25069,47,3,16,,,,
2934,25069,108,16,3,,,,
2935,25051,87,18,5,,,,
2936,25051,31,5,18,,,,
2937,25043,28,38,22,,,,
2938,25043,53,22,38,,,,
2939,25042,91,3,94,,,,
2940,25042,227,94,3,,,,
2941,25041,88,32,20,,,,
2942,25041,47,20,32,,,,
2943,25039,61,12,39,,,,
2944,25039,119,39,12,,,,
2945,25032,53,94,7,,,,
2946,25032,104,7,94,,,,
2947,25030,53,68,13,,,,
2948,25030,40,13,68,,,,
2949,25027,53,82,8,,,,
2950,25027,97,8,82,,,,
2951,25025,52,30,10,,,,
2952,25025,63,10,30,,,,
2953,25022,28,3,22,,,,
2954,25022,217,22,3,,,,
2955,25024,42,29,47,,,,
2956,25024,226,47,29,,,,
2957,25023,45,20,11,,,,
2958,25023,54,11,20,,,,
2959,25038,82,55,17,,,,
2960,25038,52,17,55,,,,
2961,25021,54,37,12,,,,
2962,25028,89,56,8,,,,
2963,25018,39,5,13,,,,
2964,25021,45,12,37,,,,
2965,25028,88,8,56,,,,
2966,25018,42,13,5,,,,
2967,25014,6,19,22,1,1,3,0
2968,25017,8,31,27,4,3,1,0
2969,25014,5,22,19,2,0,2,1
2970,25017,5,27,31,3,2,2,0
2971,25009,50,7,45,,,,
2972,25009,45,45,7,,,,
2973,25012,70,21,29,,,,
2974,25012,69,29,21,,,,
2975,25015,45,97,3,,,,
2976,25015,109,3,97,,,,
2977,25008,6,13,30,1,1,2,0
2978,25008,8,30,13,3,3,2,0
2979,25003,70,82,0,,,,
2980,25003,102,0,82,,,,
2981,24998,54,24,5,,,,
2982,24998,75,5,24,,,,
2983,25004,37,77,0,,,,
2984,25004,113,0,77,,,,
2985,24997,5,22,16,1,1,2,1
2986,25000,37,10,20,,,,
2987,24997,8,16,22,1,1,2,0
2988,25000,132,20,10,,,,
2989,25019,8,34,24,3,1,3,0
2990,25019,6,24,34,4,2,0,0
2991,24996,55,22,47,,,,
2992,24996,54,47,22,,,,
2993,24995,5,22,16,1,1,2,2
2994,24994,14,21,15,2,1,2,0
2995,24995,6,16,22,1,1,2,0
2996,24994,15,15,21,0,0,2,0
2997,24991,5,33,20,3,2,2,0
2998,24991,6,20,33,3,1,1,0
2999,24990,63,33,3,,,,
3000,24990,42,3,33,,,,
3001,25035,53,45,8,,,,
3002,25035,33,8,45,,,,
3003,24989,75,55,8,,,,
3004,24993,109,12,20,,,,
3005,24989,55,8,55,,,,
3006,24988,16,19,30,1,1,2,0
3007,24993,50,20,12,,,,
3008,24985,67,6,20,,,,
3009,24985,63,20,6,,,,
3010,24988,15,30,19,3,2,2,0
3011,24987,16,19,24,3,2,0,0
3012,24987,14,24,19,4,2,0,0
3013,24983,15,36,10,3,2,2,1
3014,24986,52,14,18,,,,
3015,24986,39,18,14,,,,
3016,24983,14,10,36,1,1,1,0
3017,24984,6,30,12,5,1,1,0
3018,24982,8,38,19,5,2,1,0
3019,24984,5,12,30,0,0,2,0
3020,24982,32,19,38,1,1,2,0
3021,24980,6,37,31,6,2,1,0
3022,24979,15,50,28,4,2,2,0
3023,24979,16,28,50,3,2,2,0
3024,24980,9,31,37,4,2,1,0
3025,24978,8,48,18,5,2,2,0
3026,24977,36,44,15,,,,
3027,24977,130,15,44,,,,
3028,24978,32,18,48,2,1,2,0
3029,24976,25,19,20,1,1,2,0
3030,24976,11,20,19,2,2,2,0
3031,24972,5,27,13,3,2,2,0
3032,24974,42,21,15,,,,
3033,24974,67,15,21,,,,
3034,24971,39,5,8,,,,
3035,24972,9,13,27,1,1,2,0
3036,24971,35,8,5,,,,
3037,24975,17,34,17,,,,
3038,24981,25,22,15,1,1,2,0
3039,24975,51,17,34,,,,
3040,24981,10,15,22,2,1,1,0
3041,24969,8,21,3,2,1,2,0
3042,24969,32,3,21,0,0,1,0
3043,24970,14,19,11,1,1,3,0
3044,24970,16,11,19,1,0,2,0
3045,24968,95,51,6,,,,
3046,142751,25,5,29,1,0,0,0
3047,24968,130,6,51,,,,
3048,142751,1,29,5,5,2,0,0
3049,24960,81,75,10,10,2,2,0
3050,24960,91,10,75,1,1,1,0
3051,24945,92,24,15,,,,
3052,24945,59,15,24,,,,
3053,24935,31,14,10,,,,
3054,24935,80,10,14,,,,
3055,24932,57,16,18,1,1,2,0
3056,24932,27,18,16,2,1,2,0
3057,24929,120,39,10,,,,
3058,24931,14,27,29,4,2,1,0
3059,24929,111,10,39,,,,
3060,24931,142,29,27,4,2,1,0
3061,24923,67,22,14,,,,
3062,24923,62,14,22,,,,
3063,24912,10,27,21,5,1,0,0
3064,24912,29,21,27,2,1,2,0
3065,24902,22,48,10,,,,
3066,24902,87,10,48,,,,
3067,24906,24,29,3,,,,
3068,24906,35,3,29,,,,
3069,24903,13,18,11,,,,
3070,24903,47,11,18,,,,
3071,24895,85,19,17,,,,
3072,24895,94,17,19,,,,
3073,24896,87,19,12,,,,
3074,24896,90,12,19,,,,
3075,24897,31,7,36,,,,
3076,24897,21,36,7,,,,
3077,24894,64,3,10,,,,
3078,24894,24,10,3,,,,
3079,24891,100,19,12,,,,
3080,24892,10,68,36,9,4,2,0
3081,24891,103,12,19,,,,
3082,24892,23,36,68,4,2,2,1
3083,24900,101,22,19,,,,
3084,24900,48,19,22,,,,
3085,24890,85,9,69,,,,
3086,24890,7,69,9,,,,
3087,24888,89,15,44,,,,
3088,24888,83,44,15,,,,
3089,24907,23,91,3,8,3,2,0
3090,24907,26,3,91,0,0,1,0
3091,24885,21,15,10,,,,
3092,24885,22,10,15,,,,
3093,24898,80,38,5,,,,
3094,24898,86,5,38,,,,
3095,24899,125,11,8,,,,
3096,24899,88,8,11,,,,
3097,24893,41,10,49,,,,
3098,24893,13,49,10,,,,
3099,24889,22,24,17,,,,
3100,24887,29,24,18,3,2,0,0
3101,24889,31,17,24,,,,
3102,24887,23,18,24,2,1,1,1
3103,24883,41,15,23,,,,
3104,24883,108,23,15,,,,
3105,24904,68,44,14,,,,
3106,24904,74,14,44,,,,
3107,24905,119,47,15,,,,
3108,24886,88,36,17,,,,
3109,24886,125,17,36,,,,
3110,24884,79,8,18,,,,
3111,24905,72,15,47,,,,
3112,24884,110,18,8,,,,
3113,24901,61,9,11,,,,
3114,24882,94,55,6,,,,
3115,24881,18,26,26,,,,
3116,24879,30,16,3,,,,
3117,24879,85,3,16,,,,
3118,24901,85,11,9,,,,
3119,24882,61,6,55,,,,
3120,24881,83,26,26,,,,
3121,24880,62,28,24,,,,
3122,24877,90,13,21,,,,
3123,24875,86,6,76,,,,
3124,24875,18,76,6,,,,
3125,24880,100,24,28,,,,
3126,24877,21,21,13,,,,
3127,24869,1,43,22,6,2,0,0
3128,24869,2,22,43,3,2,1,0
3129,24878,108,17,24,,,,
3130,24878,47,24,17,,,,
3131,24874,110,0,6,,,,
3132,24876,7,56,0,,,,
3133,24876,30,0,56,,,,
3134,24874,67,6,0,,,,
3135,24868,4,32,20,2,2,3,1
3136,24871,91,11,7,1,0,2,0
3137,24870,47,11,11,,,,
3138,24870,56,11,11,,,,
3139,24868,3,20,32,2,2,2,0
3140,24871,57,7,11,1,1,0,0
3141,24867,20,13,56,1,1,2,0
3142,24867,9,56,13,7,4,2,0
3143,24872,12,97,0,15,5,0,0
3144,24872,84,0,97,0,0,0,0
3145,24860,1,39,7,5,3,1,0
3146,24860,20,7,39,1,1,0,0
3147,24862,91,42,5,4,2,2,0
3148,24862,84,5,42,1,0,0,0
3149,24865,103,24,23,,,,
3150,24858,70,47,25,,,,
3151,24858,66,25,47,,,,
3152,24865,62,23,24,,,,
3153,24863,81,20,13,2,2,2,0
3154,24863,12,13,20,1,1,2,0
3155,24852,2,18,10,0,0,2,0
3156,24852,20,10,18,1,1,1,0
3157,24853,9,18,24,2,1,1,1
3158,24853,4,24,18,2,1,2,1
3159,24854,27,19,13,3,2,0,0
3160,24854,91,13,19,2,0,1,0
3161,24846,20,17,28,1,0,3,0
3162,24846,3,28,17,3,2,2,0
3163,24845,27,18,14,2,1,1,1
3164,24845,81,14,18,1,0,2,1
3165,24814,1,70,0,11,4,0,0
3166,24814,25,0,70,0,0,0,0
3167,24810,82,39,22,,,,
3168,24810,24,22,39,,,,
3169,24817,94,18,27,,,,
3170,24817,7,27,18,,,,
3171,24808,28,30,24,,,,
3172,24808,81,24,30,,,,
3173,24806,29,30,3,4,2,2,0
3174,24806,27,3,30,0,0,1,0
3175,24805,2,14,31,2,2,0,0
3176,24805,6,31,14,4,2,1,0
3177,24807,40,22,32,,,,
3178,24807,104,32,22,,,,
3179,24799,26,29,5,,,,
3180,24799,48,5,29,,,,
3181,24798,31,32,20,,,,
3182,24798,90,20,32,,,,
3183,24802,108,13,38,,,,
3184,24802,13,38,13,,,,
3185,24788,21,23,16,,,,
3186,24788,87,16,23,,,,
3187,24809,4,66,7,8,3,0,0
3188,24809,12,7,66,1,1,0,0
3189,24797,43,17,14,,,,
3190,24797,109,14,17,,,,
3191,24789,41,50,3,,,,
3192,24789,74,3,50,,,,
3193,24778,89,16,29,,,,
3194,24778,80,29,16,,,,
3195,24780,90,60,7,,,,
3196,24780,72,7,60,,,,
3197,103733,33,17,22,,,,
3198,24781,43,17,14,,,,
3199,103733,53,22,17,,,,
3200,24781,109,14,17,,,,
3201,24774,56,8,17,,,,
3202,24774,108,17,8,,,,
3203,24771,33,74,0,,,,
3204,24771,97,0,74,,,,
3205,24773,72,0,53,,,,
3206,24773,90,53,0,,,,
3207,24766,88,10,29,,,,
3208,24766,85,29,10,,,,
3209,24764,74,3,42,,,,
3210,24764,41,42,3,,,,
3211,24765,68,9,23,,,,
3212,24765,80,23,9,,,,
3213,24767,82,68,8,,,,
3214,24767,42,8,68,,,,
3215,24762,42,17,0,,,,
3216,24762,39,0,17,,,,
3217,24769,13,20,15,,,,
3218,24769,56,15,20,,,,
3219,24763,82,65,7,,,,
3220,24763,35,7,65,,,,
3221,24761,100,25,22,,,,
3222,24760,80,76,3,,,,
3223,24760,68,3,76,,,,
3224,24755,54,50,5,,,,
3225,24755,75,5,50,,,,
3226,24761,103,22,25,,,,
3227,24757,35,33,10,,,,
3228,24757,62,10,33,,,,
3229,24756,52,23,18,,,,
3230,24756,42,18,23,,,,
3231,24752,39,24,16,,,,
3232,24753,62,10,52,,,,
3233,24753,82,52,10,,,,
3234,24752,52,16,24,,,,
3235,24748,6,30,26,4,2,2,0
3236,24748,5,26,30,3,1,2,0
3237,24749,35,18,8,,,,
3238,24749,39,8,18,,,,
3239,24747,42,24,15,,,,
3240,24747,35,15,24,,,,
3241,24746,8,23,21,1,0,3,0
3242,24746,5,21,23,3,2,0,0
3243,24742,25,13,47,1,1,2,0
3244,24741,23,19,32,1,1,2,1
3245,24742,9,47,13,5,2,3,0
3246,24741,20,32,19,3,2,2,0
3247,24758,100,38,12,,,,
3248,24758,37,12,38,,,,
3249,24743,8,41,26,6,2,1,0
3250,24743,121,26,41,4,2,0,0
3251,24740,114,18,15,,,,
3252,24740,113,15,18,,,,
3253,24739,111,0,0,,,,
3254,24739,79,0,0,,,,
3255,24736,11,31,39,5,2,0,0
3256,24736,9,39,31,5,2,2,0
3257,24733,17,35,14,,,,
3258,24733,38,14,35,,,,
3259,24735,111,15,5,,,,
3260,24735,116,5,15,,,,
3261,24744,8,16,7,1,1,2,0
3262,24737,6,29,14,5,2,0,0
3263,24737,121,14,29,2,2,0,0
3264,24744,6,7,16,1,1,0,0
3265,24750,6,23,18,1,0,4,0
3266,24731,111,5,11,,,,
3267,24726,5,53,18,7,2,2,0
3268,24750,8,18,23,0,0,4,0
3269,24731,115,11,5,,,,
3270,24726,4,18,53,2,1,2,0
3271,24728,6,51,15,5,2,2,0
3272,24729,12,25,24,3,2,2,0
3273,24729,20,24,25,4,2,0,0
3274,24751,5,40,26,4,2,2,0
3275,24730,38,86,12,,,,
3276,24730,105,12,86,,,,
3277,24728,1,15,51,2,1,1,0
3278,24751,8,26,40,2,2,2,0
3279,24725,105,17,54,,,,
3280,24725,17,54,17,,,,
3281,24724,25,32,29,4,2,2,0
3282,24754,5,23,19,2,2,2,0
3283,24724,11,29,32,5,2,0,0
3284,24754,6,19,23,3,2,0,0
3285,24727,8,41,7,5,2,2,0
3286,24727,10,7,41,1,1,0,0
3287,24721,10,20,35,3,1,1,0
3288,24723,6,34,13,5,2,1,0
3289,24723,2,13,34,1,1,2,0
3290,24721,4,35,20,3,2,2,0
3291,24720,5,26,17,2,2,2,0
3292,142750,25,23,48,3,1,2,0
3293,24722,8,36,12,4,2,1,0
3294,24720,3,17,26,2,2,0,1
3295,142750,219,48,23,8,4,0,0
3296,24722,1,12,36,0,0,2,0
3297,24712,10,50,44,6,2,2,0
3298,24712,4,44,50,5,2,2,0
3299,24713,8,36,3,3,2,2,0
3300,24713,1,3,36,0,0,1,0
3301,24714,14,29,3,4,2,1,0
3302,24714,15,3,29,0,0,1,0
3303,24708,27,34,66,3,3,2,0
3304,24708,160,66,34,9,2,0,0
3305,24703,37,52,12,,,,
3306,24703,114,12,52,,,,
3307,24691,110,6,18,,,,
3308,24691,24,18,6,,,,
3309,24689,23,29,12,2,2,2,0
3310,24689,57,12,29,2,1,0,0
3311,24649,22,14,13,,,,
3312,24649,7,13,14,,,,
3313,24651,47,31,3,,,,
3314,24651,89,3,31,,,,
3315,24654,94,26,12,,,,
3316,24654,87,12,26,,,,
3317,24644,21,3,32,,,,
3318,24644,56,32,3,,,,
3319,24642,27,19,18,2,0,2,0
3320,24642,57,18,19,2,1,1,1
3321,24645,64,20,3,,,,
3322,24645,110,3,20,,,,
3323,24640,4,44,10,6,2,2,0
3324,24640,20,10,44,1,1,1,0
3325,24641,12,25,18,2,0,4,0
3326,24643,91,16,6,1,1,1,2
3327,24641,81,18,25,2,1,2,0
3328,24643,18,6,16,0,0,2,0
3329,24632,1,31,21,3,2,2,0
3330,24633,3,19,3,3,2,0,0
3331,24632,4,21,31,2,1,2,0
3332,24633,20,3,19,0,0,1,0
3333,24637,18,19,35,2,0,2,0
3334,24631,21,10,18,,,,
3335,24631,22,18,10,,,,
3336,24637,27,35,19,5,1,1,0
3337,24635,81,23,7,2,2,2,0
3338,24635,91,7,23,1,1,0,0
3339,24630,63,8,3,,,,
3340,24634,57,33,24,4,2,2,0
3341,24634,12,24,33,3,2,1,0
3342,24646,24,11,6,,,,
3343,24646,63,6,11,,,,
3344,24630,64,3,8,,,,
3345,24624,1,13,19,1,1,2,0
3346,24624,3,19,13,1,1,2,0
3347,24629,4,22,29,1,1,2,0
3348,24650,30,25,19,,,,
3349,24650,21,19,25,,,,
3350,24625,20,20,14,1,0,2,0
3351,24629,9,29,22,2,2,2,0
3352,24623,24,27,9,,,,
3353,24628,91,8,13,1,0,0,1
3354,24626,12,50,10,8,2,0,0
3355,24627,81,9,3,0,0,2,1
3356,24625,2,14,20,1,0,2,0
3357,24623,82,9,27,,,,
3358,24628,27,13,8,2,0,1,0
3359,24626,18,10,50,1,1,1,0
3360,24627,57,3,9,0,0,1,0
3361,24636,2,0,31,0,0,0,0
3362,24622,77,41,14,,,,
3363,24621,18,6,6,0,0,2,0
3364,24653,56,21,18,,,,
3365,24653,86,18,21,,,,
3366,24636,9,31,0,3,2,2,0
3367,24622,60,14,41,,,,
3368,24621,81,6,6,0,0,2,0
3369,24620,3,36,15,6,2,0,0
3370,24638,9,24,21,2,1,2,0
3371,24619,12,36,6,5,2,1,0
3372,24617,2,13,35,1,1,2,0
3373,24618,9,25,0,3,2,2,0
3374,24620,4,15,36,2,1,1,0
3375,24638,1,21,24,2,1,2,0
3376,24619,27,6,36,0,0,2,0
3377,24639,3,37,16,5,2,2,0
3378,24639,2,16,37,1,1,2,1
3379,24617,1,35,13,4,2,2,0
3380,24618,20,0,25,0,0,0,0
3381,24616,20,9,50,0,0,2,1
3382,24612,4,23,10,3,1,2,0
3383,24612,2,10,23,1,1,0,1
3384,24658,24,17,7,,,,
3385,24658,64,7,17,,,,
3386,24616,1,50,9,6,2,2,0
3387,24613,12,55,11,8,2,1,0
3388,24615,57,36,6,6,0,2,0
3389,24615,18,6,36,0,0,2,0
3390,24613,91,11,55,1,0,2,0
3391,24611,9,35,17,4,2,2,0
3392,24611,3,17,35,2,2,1,0
3393,24660,22,29,18,,,,
3394,24660,13,18,29,,,,
3395,24648,93,14,13,,,,
3396,24648,95,13,14,,,,
3397,103730,62,13,17,,,,
3398,103730,110,17,13,,,,
3399,24614,81,14,19,2,2,0,0
3400,24614,27,19,14,1,1,2,1
3401,24606,41,23,3,,,,
3402,24606,88,3,23,,,,
3403,24605,6,22,10,1,1,2,0
3404,24605,8,10,22,1,1,1,0
3405,24548,89,17,35,,,,
3406,24545,13,36,0,,,,
3407,24545,31,0,36,,,,
3408,24548,94,35,17,,,,
3409,24537,117,17,6,,,,
3410,24537,67,6,17,,,,
3411,24527,52,36,62,,,,
3412,24527,24,62,36,,,,
3413,24523,97,10,35,,,,
3414,24523,33,35,10,,,,
3415,24529,117,56,0,,,,
3416,24529,115,0,56,,,,
3417,24513,1,45,14,5,3,2,0
3418,24513,9,14,45,1,0,2,1
3419,24521,97,22,17,,,,
3420,24521,40,17,22,,,,
3421,24520,26,21,19,,,,
3422,24520,48,19,21,,,,
3423,24509,82,82,13,,,,
3424,24509,39,13,82,,,,
3425,24515,2,10,29,1,1,1,0
3426,24515,3,29,10,4,2,1,0
3427,24506,4,23,9,1,0,2,1
3428,24506,2,9,23,0,0,2,0
3429,24505,3,61,6,6,2,2,0
3430,24505,20,6,61,0,0,2,0
3431,24504,9,17,16,1,0,2,1
3432,24504,1,16,17,1,1,2,0
3433,24500,10,57,0,9,2,0,0
3434,24502,75,38,14,,,,
3435,24502,43,14,38,,,,
3436,24500,29,0,57,0,0,0,0
3437,24499,4,54,8,6,2,2,0
3438,24499,12,8,54,1,0,1,0
3439,24495,2,47,15,6,4,2,0
3440,24495,20,15,47,2,1,1,0
3441,183909,29,3,24,,,,
3442,183909,14,24,3,,,,
3443,147004,25,9,30,0,0,2,0
3444,147004,142,30,9,5,1,1,0
3445,24486,100,9,80,,,,
3446,24486,35,80,9,,,,
3447,24478,5,26,22,2,2,2,0
3448,24478,6,22,26,3,2,0,1
3449,24480,82,13,40,2,0,1,0
3450,24476,23,20,55,2,2,2,0
3451,24480,15,40,13,4,2,2,0
3452,24476,219,55,20,9,2,0,0
3453,24473,48,19,6,,,,
3454,24473,51,6,19,,,,
3455,24461,36,0,54,,,,
3456,24461,48,54,0,,,,
3457,24454,23,86,3,10,4,2,0
3458,24454,49,3,86,0,0,1,0
3459,24446,85,25,6,,,,
3460,24446,88,6,25,,,,
3461,24429,90,60,6,,,,
3462,24429,61,6,60,,,,
3463,24420,13,13,13,,,,
3464,24420,22,13,13,,,,
3465,24425,11,69,27,10,2,0,0
3466,24425,23,27,69,4,2,1,0
3467,24421,94,47,11,,,,
3468,24424,62,17,8,,,,
3469,24424,42,8,17,,,,
3470,24421,89,11,47,,,,
3471,24415,22,39,26,,,,
3472,24415,31,26,39,,,,
3473,24416,47,18,29,,,,
3474,24416,87,29,18,,,,
3475,24414,29,53,7,,,,
3476,24414,53,7,53,,,,
3477,24410,11,58,13,8,2,2,0
3478,24410,18,13,58,1,1,2,0
3479,24411,29,20,13,,,,
3480,24411,28,13,20,,,,
3481,24407,21,6,6,,,,
3482,24405,89,47,23,,,,
3483,24405,47,23,47,,,,
3484,24407,30,6,6,,,,
3485,24406,87,43,0,,,,
3486,24406,94,0,43,,,,
3487,24404,17,8,36,,,,
3488,24401,18,13,62,1,1,2,0
3489,24404,23,36,8,,,,
3490,24401,11,62,13,8,2,2,0
3491,24396,3,6,42,0,0,1,1
3492,24396,1,42,6,5,3,1,2
3493,24395,108,34,6,,,,
3494,24395,61,6,34,,,,
3495,24393,57,14,25,1,0,2,0
3496,24393,27,25,14,1,1,2,1
3497,24386,91,15,30,0,0,2,1
3498,24386,81,30,15,5,1,1,0
3499,24383,4,24,25,3,2,0,1
3500,24383,3,25,24,2,0,2,1
3501,24382,49,0,75,,,,
3502,24377,1,40,5,6,3,0,0
3503,24378,18,6,31,0,0,1,1
3504,24378,12,31,6,3,2,2,0
3505,24382,16,75,0,,,,
3506,24377,20,5,40,1,0,0,0
3507,24373,2,30,22,3,2,2,0
3508,24379,57,17,23,1,0,2,2
3509,24373,4,22,30,3,2,1,0
3510,24375,27,43,10,5,3,2,0
3511,24380,7,15,3,,,,
3512,24380,22,3,15,,,,
3513,24379,81,23,17,1,0,2,0
3514,24375,91,10,43,1,1,1,0
3515,24370,27,16,15,1,1,2,1
3516,24372,9,38,3,4,2,2,0
3517,24387,16,119,0,,,,
3518,24368,4,9,26,0,0,2,0
3519,24368,1,26,9,2,2,2,2
3520,24370,12,15,16,2,1,1,0
3521,24372,2,3,38,0,0,1,0
3522,24387,49,0,119,,,,
3523,24385,12,23,12,3,1,2,0
3524,24385,57,12,23,0,0,2,0
3525,24367,20,13,37,1,1,2,0
3526,24369,81,34,3,5,2,1,0
3527,24367,3,37,13,5,2,2,0
3528,24369,18,3,34,0,0,1,0
3529,24357,85,16,25,,,,
3530,24357,108,25,16,,,,
3531,24347,20,3,34,0,0,1,0
3532,24346,9,35,3,4,3,2,0
3533,24347,6,34,3,5,2,1,0
3534,24346,25,3,35,0,0,1,0
3535,24323,2,21,6,2,1,2,0
3536,24323,5,6,21,0,0,2,0
3537,24328,39,56,7,,,,
3538,24328,100,7,56,,,,
3539,24320,2,37,10,5,2,2,0
3540,24320,12,10,37,1,1,1,0
3541,24317,9,30,10,2,1,2,1
3542,24319,1,31,28,3,2,2,1
3543,24317,5,10,30,1,1,1,0
3544,24319,8,28,31,4,4,0,0
3545,24322,4,58,14,7,3,2,0
3546,24322,14,14,58,2,2,0,0
3547,24329,38,67,10,,,,
3548,24329,105,10,67,,,,
3549,24321,56,24,15,,,,
3550,24321,83,15,24,,,,
3551,24316,60,27,32,,,,
3552,24326,20,6,36,0,0,2,0
3553,24316,77,32,27,,,,
3554,24326,10,36,6,5,4,1,0
3555,24315,83,33,12,,,,
3556,24315,21,12,33,,,,
3557,24314,86,10,13,,,,
3558,24314,30,13,10,,,,
3559,24313,10,6,17,0,0,2,0
3560,24313,6,17,6,1,0,3,0
3561,24311,4,40,3,4,2,2,0
3562,24311,12,3,40,0,0,1,0
3563,24309,61,21,5,,,,
3564,24309,88,5,21,,,,
3565,24310,18,3,36,0,0,1,0
3566,24310,57,36,3,5,2,0,0
3567,24306,41,21,12,,,,
3568,24306,68,12,21,,,,
3569,24305,90,32,10,,,,
3570,24305,85,10,32,,,,
3571,24308,30,13,13,,,,
3572,24308,56,13,13,,,,
3573,24303,45,29,14,,,,
3574,24303,54,14,29,,,,
3575,24294,64,24,17,,,,
3576,24294,82,17,24,,,,
3577,24293,49,50,15,,,,
3578,24293,48,15,50,,,,
3579,24282,31,7,14,,,,
3580,24282,13,14,7,,,,
3581,24280,35,19,12,,,,
3582,24280,42,12,19,,,,
3583,24279,82,26,19,,,,
3584,24279,64,19,26,,,,
3585,24273,57,3,35,0,0,1,0
3586,24273,3,35,3,4,2,2,0
3587,24275,62,61,9,,,,
3588,24275,103,9,61,,,,
3589,24276,18,3,50,0,0,1,0
3590,24274,110,13,18,,,,
3591,24274,35,18,13,,,,
3592,24276,20,50,3,7,3,1,0
3593,24278,20,25,17,1,1,2,0
3594,24277,3,63,14,8,4,2,0
3595,24277,81,14,63,2,2,0,0
3596,24278,12,17,25,2,2,1,0
3597,24284,49,70,11,,,,
3598,24284,17,11,70,,,,
3599,24281,12,67,6,9,2,2,0
3600,24281,18,6,67,0,0,2,0
3601,24283,87,26,5,,,,
3602,24283,89,5,26,,,,
3603,24271,29,34,23,,,,
3604,24271,28,23,34,,,,
3605,24270,3,39,8,5,3,2,0
3606,24272,39,25,13,,,,
3607,24272,110,13,25,,,,
3608,24267,28,21,13,,,,
3609,24267,11,13,21,,,,
3610,24270,12,8,39,1,0,1,0
3611,24268,28,11,29,,,,
3612,24268,25,29,11,,,,
3613,24269,29,10,9,1,1,1,0
3614,24269,11,9,10,0,0,2,0
3615,24265,25,27,6,,,,
3616,24264,5,33,31,5,2,0,0
3617,24264,6,31,33,3,2,2,1
3618,24265,28,6,27,,,,
3619,24261,25,51,16,5,4,3,0
3620,24263,11,28,24,3,2,2,0
3621,24261,29,16,51,1,1,2,1
3622,24263,29,24,28,2,1,2,0
3623,24259,6,16,14,2,0,2,0
3624,24260,5,23,30,2,2,2,1
3625,24286,35,22,31,,,,
3626,24286,39,31,22,,,,
3627,24259,8,14,16,1,0,2,0
3628,24260,8,30,23,4,2,2,0
3629,24287,103,10,10,,,,
3630,24287,100,10,10,,,,
3631,24257,28,10,6,,,,
3632,24257,29,6,10,,,,
3633,24258,62,37,17,,,,
3634,24258,100,17,37,,,,
3635,24262,11,35,22,,,,
3636,24262,28,22,35,,,,
3637,302337,39,8,12,,,,
3638,302337,35,12,8,,,,
3639,24266,29,25,23,2,0,4,0
3640,24266,25,23,25,2,2,2,0
3641,24255,48,3,120,0,0,1,0
3642,24253,49,17,55,3,1,0,0
3643,24253,23,55,17,9,3,0,0
3644,24254,8,41,20,5,2,2,1
3645,24255,23,120,3,12,3,0,0
3646,24254,5,20,41,2,2,1,1
3647,24251,8,12,6,0,0,2,0
3648,24249,5,60,18,8,2,2,0
3649,24252,11,13,36,1,1,2,0
3650,24251,6,6,12,0,0,2,0
3651,24249,15,18,60,3,0,1,0
3652,24252,25,36,13,3,3,3,0
3653,24247,49,119,7,,,,
3654,24248,14,47,20,7,2,2,0
3655,24248,16,20,47,2,2,1,1
3656,24247,48,7,119,,,,
3657,24242,5,49,29,6,2,2,0
3658,24242,10,29,49,2,2,2,0
3659,24243,25,26,9,2,2,2,0
3660,24245,42,30,42,,,,
3661,24243,11,9,26,0,0,3,0
3662,24245,82,42,30,,,,
3663,24241,6,31,25,4,1,2,1
