id,match_id,team_id,pens_attempt,pens_conceded,drops_attempt,kicks,passes,runs,meters,breaks,def_beaten,offloads,rucks_init,rucks_won,mall_init,mall_won,turnovers,tackles_made,tackles_missed,scrums_won_on_feed,scrums_lost_on_feed,lineouts_won_on_throw,lineouts_lost_on_throw,yellow_cards,red_cards
1334,23684,23,4,18,0,19,157,98,302,8,18,21,58,54,0,0,22,59,16,9,1,15,4,0,0
1335,23698,10,4,9,0,23,115,97,358,5,20,12,62,59,0,0,17,76,20,8,1,14,1,0,0
1336,23698,9,4,16,0,28,101,98,454,10,20,19,58,56,0,0,14,82,20,9,0,10,1,0,0
1337,22953,8,4,9,1,30,98,72,429,12,21,16,37,34,0,0,17,37,11,7,0,15,3,0,0
1338,22953,4,2,9,1,30,52,51,236,2,11,7,20,15,0,0,16,59,21,10,0,15,3,0,0
1339,22951,3,1,9,0,28,46,52,182,6,21,4,37,35,0,0,10,101,34,13,0,8,2,0,0
1340,22948,10,4,16,0,24,86,84,304,5,16,15,37,33,0,0,20,65,24,13,2,9,3,0,0
1341,22951,23,0,7,0,16,176,116,504,12,34,22,68,60,0,0,22,57,21,10,0,16,3,0,0
1342,22948,15,5,11,0,26,95,79,378,8,24,25,37,33,0,0,15,64,16,13,2,12,2,0,0
1343,22960,23,1,1,0,18,93,71,351,6,13,14,39,31,0,0,22,56,67,10,0,14,4,0,0
1344,22960,8,0,16,0,26,159,120,1280,57,67,28,35,33,0,0,16,61,13,4,0,4,1,0,0
