id,player_id,team_id,match_id,time,action_type,extra_info
8178,117535,5,93479,62,tries,
8179,14073,9,93476,4,tries,
8180,15414,1,93481,68,cons,
8181,106985,16,93478,28,pens,
8182,15414,1,93475,34,pens,
8183,15287,4,93474,11,pens,
8184,117535,5,93479,70,tries,
8185,14073,9,93476,78,tries,
8186,15414,1,93481,70,cons,
8187,106985,16,93478,31,pens,
8188,15287,4,93474,26,pens,
8189,106158,5,93479,67,tries,
8190,14073,9,93476,80,tries,
8191,12757,1,93481,1,pens,
8192,106985,16,93478,48,pens,
8193,91260,57,93484,49,tries,
8194,82089,4,93474,42,pens,
8195,106158,5,93479,78,tries,
8196,13768,9,93476,63,tries,
8197,106985,16,93478,66,pens,
8198,150173,57,93484,58,tries,
8199,82089,4,93474,65,pens,
8200,14339,5,93479,76,tries,
8201,15818,9,93476,5,cons,
8202,14032,57,93484,51,cons,
8203,98620,5,93479,7,cons,
8204,15818,9,93476,64,cons,
8205,85497,6,93473,10,pens,
8206,13348,14,93472,20,pens,
8207,15124,57,93477,33,tries,
8208,98620,5,93479,22,cons,
8209,15818,9,93476,79,cons,
8210,85497,6,93473,23,pens,
8211,15382,57,93477,49,tries,
8212,98620,5,93479,30,cons,
8213,15818,9,93476,80,cons,
8214,85488,11,93480,22,tries,
8215,15799,81,93475,40,tries,
8216,109127,57,93477,70,tries,
8217,98620,5,93479,38,cons,
8218,15818,9,93476,16,pens,
8219,14055,81,93475,40,cons,
8220,14688,5,93472,25,tries,
8221,14032,57,93477,34,cons,
8222,98620,5,93479,49,cons,
8223,15818,9,93476,35,pens,
8224,14055,81,93475,27,pens,
8225,15105,57,93469,2,pens,
8226,16004,3,93473,15,pens,
8227,14337,5,93472,33,tries,
8228,98620,5,93479,60,cons,
8229,15818,9,93476,37,pens,
8230,14032,57,93469,77,pens,
8231,16004,3,93473,48,pens,
8232,15421,5,93472,47,tries,
8233,15357,5,93479,62,cons,
8234,15818,9,93476,40,pens,
8235,15701,10,93471,4,tries,
8236,14055,81,93468,16,pens,
8237,13312,3,93473,62,pens,
8238,98620,5,93472,61,tries,
8239,15357,5,93479,64,cons,
8240,15818,9,93476,47,pens,
8241,14068,12,93481,37,pens,
