id,date,match_type,match_id,team_id,scored,conceded,tries,cons,pens,drops,name,pos,pts
47,2014-03-29,1,190273,47,13,23,,,,,Serbia and Montenegro,-1,-1.0
11,2014-03-29,1,203925,11,32,13,4.0,2.0,2.0,0.0,United States of America,18,67.04471600000001
29,2014-03-29,1,203925,29,13,32,1.0,1.0,2.0,0.0,Uruguay,20,61.130753000000006
27,2014-03-15,1,190269,27,24,28,2.0,1.0,2.0,0.0,Portugal,22,58.985455
18,2014-03-15,1,190269,18,28,24,3.0,2.0,2.0,0.0,Spain,21,59.39285
18,2014-03-08,1,190261,18,17,24,2.0,2.0,1.0,0.0,Spain,22,59.706593000000005
81,2014-03-08,1,190261,81,24,17,2.0,1.0,2.0,1.0,Georgia,16,69.56914499999999
57,2014-03-08,1,190263,57,34,18,5.0,3.0,1.0,0.0,Russia,19,61.20056999999999
27,2014-03-08,1,190263,27,18,34,2.0,1.0,2.0,0.0,Portugal,21,59.829845
81,2014-02-22,1,190255,81,36,10,5.0,3.0,1.0,0.0,Georgia,16,69.56914499999999
57,2014-02-22,1,190255,57,10,36,1.0,1.0,1.0,0.0,Russia,19,61.20056999999999
12,2014-02-22,1,190257,12,32,6,4.0,2.0,2.0,0.0,Romania,17,68.65669
18,2014-02-22,1,190257,18,6,32,0.0,0.0,2.0,0.0,Spain,21,59.706593000000005
9,2014-02-09,1,180669,9,30,10,3.0,3.0,3.0,0.0,France,5,82.05414
20,2014-02-09,1,180669,20,10,30,1.0,1.0,1.0,0.0,Italy,13,73.13269
18,2014-02-08,1,190253,18,11,6,1.0,0.0,2.0,0.0,Spain,22,59.37139499999999
21,2014-02-08,1,190253,21,6,11,0.0,0.0,2.0,0.0,Belgium,27,55.723380000000006
57,2014-02-08,1,190251,57,3,34,0.0,0.0,1.0,0.0,Russia,19,62.388542
12,2014-02-08,1,190251,12,34,3,4.0,3.0,2.0,0.0,Romania,17,67.46873000000001
18,2014-02-01,1,190245,18,25,28,3.0,2.0,2.0,0.0,Spain,21,60.61925
12,2014-02-01,1,190243,12,24,0,2.0,1.0,2.0,0.0,Romania,17,67.46873000000001
57,2014-02-01,1,190245,57,28,25,3.0,2.0,2.0,0.0,Russia,19,61.140685999999995
27,2014-02-01,1,190243,27,0,24,0.0,0.0,0.0,0.0,Portugal,22,59.37387
123,2013-12-07,1,208363,123,59,10,,,,,Costa Rica,-1,-1.0
177675,2013-12-07,1,208363,177675,10,59,,,,,Guatemala,-1,-1.0
123,2013-12-04,1,208357,123,7,13,,,,,Costa Rica,-1,-1.0
177673,2013-12-04,1,208357,177673,13,7,,,,,Ecuador,-1,-1.0
81,2014-02-01,1,190247,81,35,0,6.0,1.0,1.0,0.0,Georgia,16,69.07419
21,2014-02-01,1,190247,21,0,35,0.0,0.0,0.0,0.0,Belgium,27,55.723380000000006
4,2013-11-30,1,186197,4,26,30,2.0,2.0,4.0,0.0,Wales,5,80.97742
6,2013-11-30,1,186197,6,30,26,3.0,3.0,3.0,0.0,Australia,3,86.08792
123,2013-12-01,1,208353,123,71,3,,,,,Costa Rica,-1,-1.0
9,2013-11-23,1,175515,9,10,19,1.0,1.0,1.0,0.0,France,5,81.438126
177674,2013-12-01,1,208353,177674,3,71,,,,,El Salvador,-1,-1.0
5,2013-11-23,1,175515,5,19,10,1.0,1.0,4.0,0.0,South Africa,2,88.77163
12,2013-11-23,1,194531,12,7,26,1.0,1.0,0.0,0.0,Romania,16,68.80906999999999
27,2013-11-23,1,194533,27,8,52,1.0,0.0,1.0,0.0,Portugal,22,59.72221999999999
14,2013-11-23,1,194531,14,26,7,3.0,1.0,3.0,0.0,Fiji,13,72.87345
25,2013-11-23,1,194533,25,52,8,7.0,2.0,2.0,0.0,Canada,15,70.39988000000001
134,2013-11-23,1,207095,134,3,55,,,,,Slovakia,-1,-1.0
171355,2013-11-23,1,207095,171355,55,3,,,,,Turkey,-1,-1.0
3,2013-11-24,1,174682,3,22,24,3.0,2.0,1.0,0.0,Ireland,7,79.32741
80,2013-11-23,1,190193,80,22,11,,,,,Andorra,63,42.054109999999994
30,2013-11-23,1,190193,30,11,22,,,,,Denmark,67,40.702713
8,2013-11-24,1,174682,8,24,22,3.0,3.0,1.0,0.0,New Zealand,1,93.81138
20,2013-11-23,1,182528,20,14,19,1.0,0.0,3.0,0.0,Italy,11,74.344124
10,2013-11-23,1,182528,10,19,14,1.0,1.0,3.0,1.0,Argentina,10,75.229774
81,2013-11-23,1,194529,81,16,15,1.0,1.0,2.0,0.0,Georgia,17,67.16643
15,2013-11-23,1,194529,15,15,16,2.0,1.0,1.0,0.0,Samoa,8,79.24404
18,2013-11-23,1,194535,18,7,40,1.0,1.0,0.0,0.0,Spain,20,60.953747
23,2013-11-23,1,194535,23,40,7,4.0,1.0,2.0,0.0,Japan,14,71.72377
4,2013-11-22,1,180663,4,17,7,2.0,2.0,1.0,0.0,Wales,6,80.97742
16,2013-11-22,1,180663,16,7,17,1.0,1.0,0.0,0.0,Tonga,12,73.20891
3,2013-11-16,1,180661,3,15,32,0.0,0.0,5.0,0.0,Ireland,6,80.757416
6,2013-11-16,1,180661,6,32,15,4.0,3.0,2.0,0.0,Australia,4,84.22402
108,2013-11-09,1,190227,108,37,18,,,,,Malta,45,48.014590000000005
83,2013-11-09,1,190227,83,18,37,,,,,Croatia,55,45.016335
72,2013-10-26,1,203921,72,8,52,,,,,Israel,47,47.28153
22,2013-10-26,1,203921,22,52,8,,,,,Netherlands,34,51.52926
89,2013-10-26,1,190213,89,35,3,,,,,Hungary,70,40.24232
86,2013-10-26,1,190213,86,3,35,,,,,Slovenia,82,37.026720000000005
17,2013-10-26,1,204653,17,12,17,,,,,Sri Lanka,39,49.879129999999996
52,2013-10-26,1,204653,52,17,12,,,,,Madagascar,44,48.035503000000006
17,2013-11-01,1,204657,17,26,25,,,,,Sri Lanka,42,48.39477
13,2013-11-01,1,204657,13,25,26,,,,,Poland,28,55.64285699999999
31,2013-10-19,1,190201,31,11,17,,,,,Sweden,33,51.868237
91,2013-10-19,1,190201,91,17,11,,,,,Czechia,52,46.10654
84,2013-10-26,1,190209,84,16,28,,,,,Ukraine,36,50.971058
7,2013-10-26,1,190209,7,28,16,,,,,Germany,27,55.95964
281617,2013-10-19,1,282471,281617,10,39,,,,,Nicaragua,-1,-1.0
177674,2013-10-19,1,282471,177674,39,10,,,,,El Salvador,-1,-1.0
88,2013-10-12,1,190199,88,17,20,,,,,Bosnia and Herzegovina,-1,-1.0
133,2013-10-12,1,190199,133,20,17,,,,,Greece,100,28.494422999999998
87,2013-10-12,1,190195,87,25,14,,,,,Latvia,65,41.309784
47,2013-10-12,1,190195,47,14,25,,,,,Serbia and Montenegro,-1,-1.0
74,2013-10-12,1,190197,74,12,24,,,,,Finland,99,28.799444
68,2013-10-12,1,190197,68,24,12,,,,,Norway,95,33.02649
13,2013-10-12,1,190191,13,30,10,,,,,Poland,28,55.64285699999999
91,2013-10-12,1,190191,91,10,30,,,,,Czechia,52,46.10654
74,2013-09-28,1,190187,74,35,20,,,,,Finland,100,27.962571999999998
133,2013-09-28,1,190187,133,20,35,,,,,Greece,98,29.331295
13,2013-09-07,1,190185,13,30,9,,,,,Poland,28,54.951702000000004
31,2013-09-07,1,190185,31,9,30,,,,,Sweden,33,52.55939
41,2013-10-05,1,190189,41,5,67,,,,,Bulgaria,75,38.8544
89,2013-10-05,1,190189,89,67,5,,,,,Hungary,80,38.19313
53,2013-08-30,1,211171,53,25,15,,,,,Paraguay,38,50.061253
97,2013-08-30,1,211171,97,15,25,,,,,Colombia,56,44.877678
85,2013-10-19,1,190205,85,58,14,,,,,Austria,92,34.55185
41,2013-10-19,1,190205,41,14,58,,,,,Bulgaria,85,36.805209999999995
61,2013-10-05,1,201117,61,12,26,,,,,Luxembourg,92,35.070213
72,2013-10-05,1,201117,72,26,12,,,,,Israel,48,46.70402
53,2013-08-25,1,211163,53,22,0,,,,,Paraguay,38,50.061253
40,2013-08-25,1,211163,40,0,22,,,,,Peru,72,39.667423
53,2013-08-27,1,211167,53,48,7,,,,,Paraguay,38,50.061253
104,2013-08-27,1,211167,104,7,48,,,,,Venezuela,67,40.606865
47,2013-10-19,1,190203,47,6,18,,,,,Serbia and Montenegro,-1,-1.0
72,2013-10-19,1,190203,72,18,6,,,,,Israel,48,46.84064
25,2013-08-24,1,183410,25,13,11,2.0,0.0,1.0,0.0,Canada,14,72.67531600000001
51,2013-08-24,1,195841,51,30,19,,,,,Singapore,58,43.805763
48,2013-08-24,1,195841,48,19,30,,,,,Chinese Taipei,56,44.146744
11,2013-08-24,1,183410,11,11,13,1.0,0.0,2.0,0.0,United States of America,18,64.914665
68,2013-10-19,1,190207,68,7,9,,,,,Norway,93,33.903786
61,2013-10-19,1,190207,61,9,7,,,,,Luxembourg,91,34.933594
11,2013-08-17,1,195325,11,9,27,0.0,0.0,3.0,0.0,United States of America,18,66.037384
25,2013-08-17,1,195325,25,27,9,3.0,4.0,2.0,0.0,Canada,15,71.5526
84,2013-11-02,1,190215,84,35,11,,,,,Ukraine,36,50.169914
31,2013-11-02,1,190215,31,11,35,,,,,Sweden,38,49.992065000000004
52,2013-07-14,1,190183,52,48,32,,,,,Madagascar,44,48.187484999999995
39,2013-07-14,1,190183,39,32,48,,,,,Uganda,42,48.770737
45,2013-07-13,1,187169,45,31,37,,,,,Papua New Guinea,49,46.66257
54,2013-07-13,1,187169,54,37,31,,,,,Cook Islands,55,44.85236
45,2013-07-09,1,187165,45,39,32,,,,,Papua New Guinea,49,46.66257
55,2013-07-09,1,187165,55,32,39,,,,,Tahiti,86,36.0027
52,2013-07-10,1,190179,52,18,38,,,,,Madagascar,44,48.187484999999995
42,2013-07-10,1,190179,42,38,18,,,,,Zimbabwe,31,52.574314
30,2013-11-02,1,190221,30,13,15,,,,,Denmark,65,41.562046
72,2013-11-02,1,190221,72,15,13,,,,,Israel,53,45.96869
126,2013-07-07,1,180112,126,28,0,,,,,Cambodia,-1,-1.0
106,2013-07-07,1,180112,106,0,28,,,,,Brunei,-1,-1.0
45,2013-07-06,1,187161,45,29,22,,,,,Papua New Guinea,50,46.54764
50,2013-07-06,1,187161,50,22,29,,,,,Solomon Islands,67,40.696926
21,2013-11-02,1,204659,21,26,10,,,,,Belgium,25,57.516327000000004
64,2013-11-02,1,204659,64,10,26,,,,,Tunisia,43,48.25277
63,2013-06-29,1,187153,63,18,15,,,,,Ivory Coast,-1,-1.0
24,2013-06-29,1,187153,24,15,18,,,,,Morocco,33,52.345737
126,2013-07-05,1,180111,126,38,0,,,,,Cambodia,-1,-1.0
106,2013-07-05,1,180111,106,0,38,,,,,Brunei,-1,-1.0
87,2013-10-26,1,190211,87,19,22,,,,,Latvia,63,41.74753
80,2013-10-26,1,190211,80,22,19,,,,,Andorra,67,40.64373
63,2013-06-26,1,187147,63,83,3,,,,,Ivory Coast,-1,-1.0
132,2013-06-26,1,187147,132,3,83,,,,,Mauritius,99,29.292579999999997
10,2013-06-22,1,180506,10,29,18,1.0,0.0,2.0,0.0,Argentina,9,76.672554
81,2013-06-22,1,180506,81,18,29,0.0,0.0,3.0,1.0,Georgia,16,67.659485
70,2013-06-22,1,173663,70,18,26,,,,,Trinidad and Tobago,-1,-1.0
173646,2013-06-22,1,173663,173646,26,18,,,,,USA South Panthers,-1,-1.0
39,2013-06-22,1,187137,39,13,19,,,,,Uganda,37,50.20845
35,2013-06-22,1,187137,35,19,13,,,,,Kenya,40,48.83133
23,2013-06-23,1,176587,23,38,20,6.0,2.0,0.0,0.0,Japan,15,70.906586
11,2013-06-23,1,176587,11,20,38,3.0,1.0,1.0,0.0,United States of America,17,67.141914
63,2013-06-22,1,187143,63,77,3,,,,,Ivory Coast,-1,-1.0
62,2013-06-22,1,187143,62,3,77,,,,,Zambia,75,38.868
114,2013-06-22,1,187139,114,22,0,,,,,Rwanda,-1,-1.0
113,2013-06-22,1,187139,113,0,22,,,,,Burundi,-1,-1.0
5,2013-06-22,1,175506,5,56,23,8.0,5.0,2.0,0.0,South Africa,2,86.94085
15,2013-06-22,1,175506,15,23,56,2.0,2.0,3.0,0.0,Samoa,7,80.50426
23,2013-06-19,1,176585,23,16,13,1.0,1.0,2.0,0.0,Japan,15,70.906586
25,2013-06-19,1,176585,25,13,16,1.0,1.0,2.0,0.0,Canada,13,72.40215
12,2013-06-16,1,180912,12,26,13,2.0,2.0,2.0,0.0,Romania,18,66.176
204,2013-06-16,1,180912,204,13,26,1.0,1.0,2.0,0.0,Emerging Italy,-1,-1.0
81,2013-06-16,1,180914,81,16,21,1.0,1.0,2.0,0.0,Georgia,16,67.659485
185627,2013-06-16,1,180914,185627,21,16,2.0,1.0,2.0,0.0,South Africa President,-1,-1.0
12,2013-06-12,1,180909,12,30,8,3.0,2.0,2.0,0.0,Romania,18,66.176
11,2013-06-14,1,176584,11,9,18,0.0,0.0,2.0,0.0,United States of America,17,67.63858
16,2013-06-14,1,176584,16,18,9,2.0,1.0,2.0,0.0,Tonga,12,75.67189
214,2013-06-12,1,180909,214,8,30,1.0,0.0,1.0,0.0,Argentina Jaguares,-1,-1.0
8,2013-06-15,1,172097,8,30,0,3.0,3.0,3.0,0.0,New Zealand,1,90.08476
9,2013-06-15,1,172097,9,0,30,0.0,0.0,0.0,0.0,France,6,81.59283
35,2013-06-15,1,187135,35,16,17,,,,,Kenya,37,50.28419
39,2013-06-15,1,187135,39,17,16,,,,,Uganda,41,48.755590000000005
81,2013-06-11,1,180908,81,27,3,3.0,2.0,2.0,0.0,Georgia,16,67.659485
67,2013-06-15,1,187131,67,41,5,,,,,Senegal,47,47.141636
100,2013-06-15,1,187131,100,5,41,,,,,Botswana,78,38.648483
29,2013-06-11,1,180908,29,3,27,0.0,0.0,1.0,0.0,Uruguay,21,59.868103000000005
11,2013-06-08,1,173968,11,12,15,0.0,0.0,4.0,0.0,United States of America,16,67.9266
3,2013-06-08,1,173968,3,15,12,0.0,0.0,5.0,0.0,Ireland,9,78.04646
25,2013-06-08,1,176583,25,36,27,3.0,2.0,3.0,0.0,Canada,14,71.80105999999999
128,2013-06-10,1,187121,128,17,14,,,,,Niger,-1,-1.0
16,2013-06-08,1,176583,16,27,36,4.0,2.0,1.0,0.0,Tonga,11,76.7997
117,2013-06-10,1,187121,117,14,17,,,,,Mali,-1,-1.0
81,2013-06-07,1,180904,81,15,20,2.0,1.0,1.0,0.0,Georgia,17,67.659485
36,2013-06-08,1,180109,36,17,20,,,,,Malaysia,64,41.370644
51,2013-06-08,1,180109,51,20,17,,,,,Singapore,66,41.189056
182835,2013-06-07,1,180904,182835,20,15,1.0,0.0,2.0,0.0,Emerging Ireland,-1,-1.0
36,2013-06-04,1,180104,36,48,10,,,,,Malaysia,64,41.370644
84914,2013-06-04,1,180104,84914,10,48,,,,,Iran,-1,-1.0
14,2013-06-01,1,176581,14,22,8,4.0,1.0,0.0,0.0,Fiji,14,71.51874000000001
23,2013-06-01,1,176581,23,8,22,1.0,0.0,1.0,0.0,Japan,15,69.39412
33,2013-04-20,1,182276,33,76,5,,,,,Brazil,33,52.180702000000004
78,2013-04-20,1,182276,78,5,76,,,,,Mexico,74,39.37552
88,2013-04-20,1,168538,88,19,5,,,,,Bosnia and Herzegovina,-1,-1.0
74,2013-04-20,1,168538,74,5,19,,,,,Finland,100,27.962571999999998
86,2013-04-20,1,168536,86,22,20,,,,,Slovenia,82,37.720585
85,2013-04-20,1,168536,85,20,22,,,,,Austria,92,34.977546999999994
72,2013-04-20,1,168534,72,46,3,,,,,Israel,52,46.305873999999996
30,2013-04-20,1,168534,30,3,46,,,,,Denmark,61,41.960194
92,2013-04-13,1,173655,92,15,42,,,,,Bahamas,87,35.683483
173646,2013-04-13,1,173655,173646,42,15,,,,,USA South Panthers,-1,-1.0
41,2013-04-06,1,168526,41,20,14,,,,,Bulgaria,81,38.121128000000006
86,2013-04-06,1,168526,86,14,20,,,,,Slovenia,78,38.453857
80,2013-03-30,1,168519,80,11,22,,,,,Andorra,61,42.154163
87,2013-03-30,1,168519,87,22,11,,,,,Latvia,72,40.04984
17,2013-04-03,1,180090,17,45,7,,,,,Sri Lanka,44,47.988544
38,2013-04-03,1,180090,38,7,45,,,,,Thailand,52,46.118587
9,2013-03-16,1,133796,9,23,16,2.0,2.0,3.0,0.0,France,6,81.30917
2,2013-03-16,1,133796,2,16,23,1.0,1.0,3.0,0.0,Scotland,10,77.14567
18,2013-03-16,1,168514,18,9,9,0.0,0.0,3.0,0.0,Spain,20,61.019653000000005
12,2013-03-16,1,168513,12,9,9,0.0,0.0,2.0,0.0,Romania,18,65.97031
27,2013-03-16,1,168514,27,9,9,0.0,0.0,3.0,0.0,Portugal,23,58.23802
81,2013-03-16,1,168513,81,9,9,0.0,0.0,2.0,0.0,Georgia,17,67.51384
139,2013-03-16,1,168517,139,79,10,,,,,Cyprus,-1,-1.0
94,2013-03-16,1,168516,94,37,12,,,,,Moldova,39,49.526665
20,2013-03-16,1,133794,20,22,15,1.0,1.0,5.0,0.0,Italy,12,74.932365
3,2013-03-16,1,133794,3,15,22,0.0,0.0,5.0,0.0,Ireland,7,79.17025
41,2013-03-16,1,168517,41,10,79,,,,,Bulgaria,81,38.121128000000006
91,2013-03-16,1,168516,91,12,37,,,,,Czechia,50,46.738279999999996
72,2013-04-06,1,168524,72,17,15,,,,,Israel,54,46.055386
87,2013-04-06,1,168524,87,15,17,,,,,Latvia,62,41.560272
7,2013-04-06,1,168522,7,73,17,,,,,Germany,29,55.439842000000006
31,2013-04-06,1,168522,31,17,73,,,,,Sweden,34,51.905148
57,2013-03-16,1,168515,57,43,32,7.0,2.0,0.0,0.0,Russia,19,62.06581
21,2013-03-16,1,168515,21,32,43,4.0,2.0,2.0,0.0,Belgium,24,57.788605000000004
27,2013-03-09,1,168510,27,23,31,1.0,0.0,4.0,0.0,Portugal,21,59.38455
57,2013-03-09,1,168510,57,31,23,4.0,3.0,1.0,0.0,Russia,20,60.919284999999995
133,2013-03-30,1,168520,133,11,13,,,,,Greece,96,30.0
74,2013-03-30,1,168520,74,13,11,,,,,Finland,100,26.291746000000003
21,2013-03-09,1,168511,21,14,32,1.0,0.0,2.0,0.0,Belgium,23,58.8211
13,2013-03-30,1,168518,13,13,12,,,,,Poland,26,56.906612
84,2013-03-30,1,168518,84,12,13,,,,,Ukraine,30,53.79769
91,2013-03-09,1,168512,91,8,27,,,,,Czechia,47,47.659378000000004
7,2013-03-09,1,168512,7,27,8,,,,,Germany,29,54.51875
84,2013-04-07,1,168521,84,18,38,,,,,Ukraine,30,53.408584999999995
12,2013-03-09,1,168511,12,32,14,4.0,2.0,2.0,0.0,Romania,18,64.93781
81,2013-03-09,1,168509,81,61,18,8.0,4.0,2.0,0.0,Georgia,17,67.40545
18,2013-03-09,1,168509,18,18,61,2.0,1.0,2.0,0.0,Spain,19,61.128040000000006
94,2013-04-07,1,168521,94,38,18,,,,,Moldova,36,50.158409999999996
85,2013-04-06,1,168525,85,10,11,,,,,Austria,86,36.200596000000004
89,2013-04-06,1,168525,89,11,10,,,,,Hungary,83,36.970078
17,2013-03-31,1,180088,17,39,8,,,,,Sri Lanka,47,47.600502
48,2013-03-31,1,180088,48,8,39,,,,,Chinese Taipei,60,43.187459999999994
60,2013-02-23,1,173653,60,12,29,,,,,Jamaica,82,37.082737
173646,2013-02-23,1,173653,173646,29,12,,,,,USA South Panthers,-1,-1.0
18,2013-02-23,1,168507,18,15,25,2.0,1.0,1.0,0.0,Spain,19,62.276819999999994
12,2013-02-23,1,168507,12,25,15,1.0,1.0,2.0,0.0,Romania,18,63.78903199999999
27,2013-02-23,1,168508,27,18,12,2.0,1.0,2.0,0.0,Portugal,23,58.579983
21,2013-02-23,1,168508,21,12,18,0.0,0.0,2.0,0.0,Belgium,21,59.625668000000005
94,2013-04-13,1,168527,94,24,20,,,,,Moldova,30,52.595936
73,2013-04-07,1,173656,73,41,3,,,,,Barbados,67,41.01406
173647,2013-04-07,1,173656,173647,3,41,,,,,Curacao,-1,-1.0
13,2013-04-13,1,168527,13,20,24,,,,,Poland,25,57.295719999999996
17,2013-04-06,1,180092,17,49,18,,,,,Sri Lanka,44,47.988544
95,2013-04-06,1,180092,95,18,49,,,,,Kazakhstan,41,48.60237
57,2013-02-23,1,168506,57,9,23,0.0,0.0,3.0,0.0,Russia,20,61.733517000000006
81,2013-02-23,1,168506,81,23,9,2.0,2.0,2.0,0.0,Georgia,17,66.591225
21,2013-02-09,1,168505,21,21,21,2.0,1.0,2.0,0.0,Belgium,21,59.669273
18,2013-02-09,1,168505,18,21,21,2.0,1.0,3.0,0.0,Spain,20,62.233215
81,2013-02-09,1,168503,81,25,12,3.0,2.0,2.0,0.0,Georgia,17,66.591225
27,2013-02-09,1,168503,27,12,25,0.0,0.0,2.0,0.0,Portugal,23,58.579983
27,2013-02-02,1,168500,27,13,19,1.0,1.0,2.0,0.0,Portugal,22,59.63110699999999
12,2013-02-09,1,168504,12,29,14,2.0,2.0,2.0,0.0,Romania,18,63.170975
57,2013-02-09,1,168504,57,14,29,1.0,0.0,2.0,0.0,Russia,19,62.351578
20,2013-02-03,1,133784,20,23,18,2.0,2.0,1.0,2.0,Italy,10,76.24059
9,2013-02-03,1,133784,9,18,23,2.0,1.0,2.0,0.0,France,4,85.06819
12,2013-02-02,1,168500,12,19,13,1.0,1.0,2.0,0.0,Romania,19,62.119845999999995
1,2013-02-02,1,133783,1,38,18,4.0,3.0,4.0,0.0,England,5,83.89520999999999
2,2013-02-02,1,133783,2,18,38,2.0,1.0,2.0,0.0,Scotland,12,75.83169000000001
21,2013-02-02,1,168502,21,13,17,1.0,1.0,2.0,0.0,Belgium,21,60.429030000000004
4,2013-02-02,1,133782,4,22,30,3.0,2.0,1.0,0.0,Wales,9,78.38905
102,2013-01-26,1,173651,102,37,41,,,,,St Lucia,-1,-1.0
99,2013-01-26,1,173651,99,41,37,,,,,British Virgin Islands,-1,-1.0
81,2013-02-02,1,168502,81,17,13,2.0,2.0,1.0,0.0,Georgia,17,65.83147
57,2013-02-02,1,168501,57,13,9,1.0,1.0,2.0,0.0,Russia,20,61.491369999999996
112,2013-01-19,1,173650,112,13,31,,,,,Turks and Caicos Islands,-1,-1.0
60,2013-01-19,1,173650,60,31,13,,,,,Jamaica,82,37.082737
3,2013-02-02,1,133782,3,30,22,3.0,3.0,3.0,0.0,Ireland,6,80.215034
18,2013-02-02,1,168501,18,9,13,0.0,0.0,1.0,2.0,Spain,18,63.093419999999995
173647,2013-01-12,1,173652,173647,37,24,,,,,Curacao,-1,-1.0
129,2013-01-12,1,173652,129,24,37,,,,,St Vincent and Grenadines,84,36.841846000000004
133753,2012-12-14,1,174568,133753,14,65,,,,,United Arab Emirates,96,30.0
42,2012-12-14,1,174568,42,65,14,,,,,Zimbabwe,31,53.174942
176163,2013-01-12,1,176568,176163,6,7,,,,,US Virgin Islands,-1,-1.0
99,2013-01-12,1,176568,99,7,6,,,,,British Virgin Islands,-1,-1.0
133753,2012-12-11,1,174566,133753,6,53,,,,,United Arab Emirates,96,30.0
26,2012-12-11,1,174566,26,53,6,,,,,Hong Kong,28,56.34775500000001
139,2012-12-08,1,168499,139,49,8,,,,,Cyprus,-1,-1.0
86,2012-12-08,1,168499,86,8,49,,,,,Slovenia,78,38.453857
133753,2012-12-08,1,174564,133753,3,94,,,,,United Arab Emirates,96,30.0
21,2012-12-08,1,174564,21,94,3,,,,,Belgium,23,59.17077
177675,2012-12-08,1,177685,177675,10,37,,,,,Guatemala,-1,-1.0
123,2012-12-08,1,177685,123,37,10,,,,,Costa Rica,-1,-1.0
1,2012-12-01,1,153977,1,38,21,3.0,1.0,6.0,1.0,England,5,81.06886999999999
8,2012-12-01,1,153977,8,21,38,3.0,3.0,0.0,0.0,New Zealand,1,92.9111
177675,2012-12-05,1,177683,177675,54,12,,,,,Guatemala,-1,-1.0
177674,2012-12-05,1,177683,177674,12,54,,,,,El Salvador,-1,-1.0
4,2012-12-01,1,161869,4,12,14,0.0,0.0,4.0,0.0,Wales,7,78.95340999999999
6,2012-12-01,1,161869,6,14,12,1.0,0.0,3.0,0.0,Australia,3,86.30982
4,2012-11-24,1,161868,4,10,33,2.0,0.0,0.0,0.0,Wales,8,78.95340999999999
2,2012-11-24,1,154683,2,15,21,0.0,0.0,5.0,0.0,Scotland,10,77.423096
8,2012-11-24,1,161868,8,33,10,3.0,3.0,4.0,0.0,New Zealand,1,92.9111
9,2012-11-24,1,157422,9,22,14,1.0,1.0,5.0,0.0,France,4,84.98806
16,2012-11-24,1,154683,16,21,15,2.0,1.0,3.0,0.0,Tonga,12,74.50899
15,2012-11-24,1,157422,15,14,22,2.0,2.0,0.0,0.0,Samoa,9,78.78936999999999
3,2012-11-24,1,156796,3,46,24,7.0,4.0,1.0,0.0,Ireland,7,79.03779
10,2012-11-24,1,156796,10,24,46,2.0,1.0,4.0,0.0,Argentina,6,79.8861
85,2012-11-17,1,168497,85,20,54,,,,,Austria,86,36.200596000000004
139,2012-11-17,1,168497,139,54,20,,,,,Cyprus,-1,-1.0
9,2012-11-17,1,154936,9,39,22,3.0,3.0,5.0,1.0,France,4,84.58134
10,2012-11-17,1,154936,10,22,39,1.0,1.0,4.0,1.0,Argentina,7,80.29281999999999
1,2012-11-17,1,153975,1,14,20,1.0,0.0,3.0,0.0,England,5,83.08693000000001
6,2012-11-17,1,153975,6,20,14,1.0,0.0,4.0,1.0,Australia,3,84.81642
2,2012-11-17,1,154682,2,10,21,1.0,1.0,1.0,0.0,Scotland,9,77.96976
5,2012-11-17,1,154682,5,21,10,2.0,1.0,3.0,0.0,South Africa,2,85.50319
7,2012-11-17,1,168494,7,32,14,,,,,Germany,30,54.088480000000004
28,2012-11-17,1,170030,28,22,28,1.0,1.0,3.0,0.0,Chile,25,58.317326
27,2012-11-17,1,170030,27,28,22,1.0,1.0,2.0,0.0,Portugal,24,58.332638
20,2012-11-17,1,162321,20,10,42,1.0,1.0,0.0,1.0,Italy,11,76.60694000000001
94,2012-11-17,1,168494,94,14,32,,,,,Moldova,38,49.956936
8,2012-11-17,1,162321,8,42,10,5.0,4.0,3.0,0.0,New Zealand,1,92.9111
81,2012-11-17,1,170027,81,22,25,1.0,1.0,2.0,0.0,Georgia,16,67.95206999999999
23,2012-11-17,1,170027,23,25,22,1.0,1.0,2.0,1.0,Japan,15,68.88691
171355,2012-11-17,1,171362,171355,53,3,,,,,Turkey,-1,-1.0
125,2012-11-17,1,171362,125,3,53,,,,,Azerbaijan,-1,-1.0
29,2012-11-11,1,170026,29,25,32,3.0,2.0,2.0,0.0,Uruguay,21,61.125659999999996
27,2012-11-11,1,170026,27,32,25,4.0,2.0,2.0,0.0,Portugal,27,56.577858
171355,2012-11-11,1,171360,171355,34,6,,,,,Turkey,-1,-1.0
134,2012-11-11,1,171360,134,6,34,,,,,Slovakia,-1,-1.0
61,2012-11-10,1,168493,61,15,8,,,,,Luxembourg,95,33.36388
68,2012-11-10,1,168493,68,8,15,,,,,Norway,92,35.210896000000005
12,2012-11-10,1,170025,12,23,34,2.0,2.0,2.0,0.0,Romania,18,64.538864
23,2012-11-10,1,170025,23,34,23,3.0,2.0,2.0,0.0,Japan,16,67.925575
91,2012-11-10,1,168491,91,18,22,,,,,Czechia,40,48.961384
31,2012-11-10,1,168491,31,22,18,,,,,Sweden,35,50.787785
56,2012-11-03,1,168487,56,29,20,,,,,Switzerland,53,45.884567
83,2012-11-03,1,168487,83,20,29,,,,,Croatia,42,48.749878
80,2012-10-27,1,168482,80,5,26,,,,,Andorra,61,42.535686
72,2012-10-27,1,168482,72,26,5,,,,,Israel,55,44.382393
33,2012-10-27,1,171759,33,35,22,,,,,Brazil,33,51.570633
53,2012-10-27,1,171759,53,22,35,,,,,Paraguay,37,50.671318
