id,date,match_type,match_id,team_id,scored,conceded,tries,cons,pens,drops,name,pos,pts,opp_name,opp_pos,opp_pts
40,2011-08-27,1,146510,40,15,17,,,,,Peru,61,41.98373400000001,Venezuela,56,44.205536
104,2011-08-27,1,146510,104,17,15,,,,,Venezuela,56,44.205536,Peru,61,41.98373400000001
23,2011-09-16,1,93470,23,7,83,1.0,1.0,0.0,0.0,Japan,13,71.95260999999998,New Zealand,1,90.55366
40,2011-08-24,1,146507,40,36,10,,,,,Peru,61,41.98373400000001,Colombia,70,40.404007
97,2011-08-24,1,146507,97,10,36,,,,,Colombia,70,40.404007,Peru,61,41.98373400000001
3,2011-08-27,1,122133,3,9,20,0.0,0.0,3.0,0.0,Ireland,7,79.57219,England,5,81.81438
8,2011-09-09,1,93458,8,41,10,6.0,4.0,1.0,0.0,New Zealand,1,90.55366,Tonga,12,72.48009499999998
16,2011-09-09,1,93458,16,10,41,1.0,1.0,1.0,0.0,Tonga,12,72.48009499999998,New Zealand,1,90.55366
1,2011-08-27,1,122133,1,20,9,2.0,2.0,2.0,0.0,England,5,81.81438,Ireland,7,79.57219
8,2011-09-24,1,93482,8,37,17,5.0,3.0,1.0,1.0,New Zealand,1,90.55366,France,5,83.78472
40,2011-08-21,1,146505,40,40,13,,,,,Peru,61,41.98373400000001,Costa Rica,-1,-1.0
123,2011-08-21,1,146505,123,13,40,,,,,Costa Rica,-1,-1.0,Peru,61,41.98373400000001
9,2011-09-24,1,93482,9,17,37,2.0,2.0,1.0,0.0,France,5,83.78472,New Zealand,1,90.55366
23,2011-08-21,1,137379,23,20,14,3.0,1.0,1.0,0.0,Japan,13,71.9473,United States of America,18,65.00036
2,2011-08-20,1,122132,2,23,12,2.0,2.0,3.0,0.0,Scotland,9,78.56862,Italy,11,74.1365
3,2011-08-20,1,122131,3,22,26,3.0,2.0,1.0,0.0,Ireland,6,80.67062,France,4,82.68629
9,2011-08-20,1,122131,9,26,22,2.0,2.0,3.0,1.0,France,4,82.68629,Ireland,6,80.67062
11,2011-08-21,1,137379,11,14,20,2.0,2.0,0.0,0.0,United States of America,18,65.00036,Japan,13,71.9473
20,2011-08-20,1,122132,20,12,23,2.0,1.0,0.0,0.0,Italy,11,74.1365,Scotland,9,78.56862
4,2011-08-20,1,129702,4,28,13,3.0,2.0,3.0,0.0,Wales,7,80.217384,Argentina,8,78.973
5,2011-08-20,1,121715,5,18,5,0.0,0.0,5.0,1.0,South Africa,3,84.07643,New Zealand,1,93.26196
8,2011-08-20,1,121715,8,5,18,1.0,0.0,0.0,0.0,New Zealand,1,93.26196,South Africa,3,84.07643
10,2011-08-20,1,129702,10,13,28,1.0,1.0,2.0,0.0,Argentina,8,78.973,Wales,7,80.217384
84,2011-08-20,1,122922,84,16,41,1.0,1.0,2.0,0.0,Ukraine,33,53.336735,Romania,17,65.57184000000001
6,2011-08-27,1,121716,6,25,20,3.0,2.0,2.0,0.0,Australia,2,87.74589,New Zealand,1,91.64341
14,2011-08-19,1,144577,14,20,32,2.0,2.0,2.0,0.0,Fiji,12,72.243835,Tonga,15,71.0619
12,2011-08-20,1,122922,12,41,16,6.0,4.0,1.0,0.0,Romania,17,65.57184000000001,Ukraine,33,53.336735
8,2011-08-27,1,121716,8,20,25,2.0,2.0,2.0,0.0,New Zealand,1,91.64341,Australia,2,87.74589
16,2011-08-19,1,144577,16,32,20,3.0,1.0,2.0,0.0,Tonga,15,71.0619,Fiji,12,72.243835
11,2011-08-13,1,137378,11,7,27,1.0,1.0,0.0,0.0,United States of America,17,66.380264,Canada,16,70.18087
25,2011-08-13,1,137378,25,27,7,3.0,2.0,2.0,0.0,Canada,16,70.18087,United States of America,17,66.380264
20,2011-08-13,1,137377,20,31,24,4.0,3.0,1.0,0.0,Italy,11,73.53515,Japan,12,72.54865
9,2011-08-13,1,122130,9,19,12,1.0,1.0,4.0,0.0,France,5,82.06324000000002,Ireland,6,81.29366
3,2011-08-13,1,122130,3,12,19,0.0,0.0,4.0,0.0,Ireland,6,81.29366,France,5,82.06324000000002
23,2011-08-13,1,137377,23,24,31,3.0,2.0,1.0,0.0,Japan,12,72.54865,Italy,11,73.53515
5,2011-08-13,1,121714,5,9,14,0.0,0.0,3.0,0.0,South Africa,3,85.24275,Australia,2,86.57956999999998
14,2011-08-13,1,144576,14,27,12,3.0,2.0,2.0,0.0,Fiji,14,71.51658,Tonga,13,71.78915400000002
6,2011-08-13,1,121714,6,14,9,1.0,0.0,3.0,0.0,Australia,2,86.57956999999998,South Africa,3,85.24275
16,2011-08-13,1,144576,16,12,27,2.0,1.0,0.0,0.0,Tonga,13,71.78915400000002,Fiji,14,71.51658
25,2011-08-06,1,137376,25,28,22,3.0,2.0,2.0,0.0,Canada,16,69.78094499999999,United States of America,17,66.78019
11,2011-08-06,1,137376,11,22,28,3.0,2.0,1.0,0.0,United States of America,17,66.78019,Canada,16,69.78094499999999
8,2011-07-30,1,121712,8,40,7,6.0,2.0,2.0,0.0,New Zealand,1,93.19391,South Africa,3,85.24275
5,2011-07-30,1,121712,5,7,40,1.0,1.0,0.0,0.0,South Africa,3,85.24275,New Zealand,1,93.19391
124783,2011-07-30,1,142283,124783,11,7,,,,,Laos,-1,-1.0,Cambodia,-1,-1.0
126,2011-07-30,1,142283,126,7,11,,,,,Cambodia,-1,-1.0,Laos,-1,-1.0
117,2011-07-27,1,145195,117,28,3,,,,,Mali,-1,-1.0,Ghana,-1,-1.0
116,2011-07-27,1,145195,116,3,28,,,,,Ghana,-1,-1.0,Mali,-1,-1.0
1,2011-08-06,1,129700,1,23,19,2.0,2.0,1.0,2.0,England,5,82.482285,Wales,7,79.54948399999998
4,2011-08-06,1,129700,4,19,23,3.0,2.0,0.0,0.0,Wales,7,79.54948399999998,England,5,82.482285
8,2011-08-06,1,121713,8,30,14,3.0,3.0,2.0,1.0,New Zealand,1,93.19391,Australia,2,86.64763
6,2011-08-06,1,121713,6,14,30,2.0,2.0,0.0,0.0,Australia,2,86.64763,New Zealand,1,93.19391
8,2011-07-22,1,139124,8,60,14,8.0,7.0,2.0,0.0,New Zealand,1,93.19391,Fiji,14,71.51658
14,2011-07-22,1,139124,14,14,60,1.0,2.0,0.0,0.0,Fiji,14,71.51658,New Zealand,1,93.19391
35,2011-07-23,1,142280,35,21,26,,,,,Kenya,40,50.39889,Zimbabwe,38,51.178104
42,2011-07-23,1,142280,42,26,21,,,,,Zimbabwe,38,51.178104,Kenya,40,50.39889
6,2011-07-17,1,137375,6,23,32,2.0,2.0,3.0,0.0,Australia,2,87.44866999999998,Samoa,10,73.88799
15,2011-07-17,1,137375,15,32,23,4.0,3.0,2.0,0.0,Samoa,10,73.88799,Australia,2,87.44866999999998
6,2011-07-23,1,121711,6,39,20,5.0,4.0,2.0,0.0,Australia,3,85.44866999999998,South Africa,2,86.4417
5,2011-07-23,1,121711,5,20,39,2.0,2.0,2.0,0.0,South Africa,2,86.4417,Australia,3,85.44866999999998
2,2011-08-06,1,122129,2,10,6,1.0,1.0,1.0,0.0,Scotland,9,77.35299,Ireland,4,82.5093
3,2011-08-06,1,122129,3,6,10,0.0,0.0,2.0,0.0,Ireland,4,82.5093,Scotland,9,77.35299
4,2011-08-13,1,129701,4,19,9,1.0,1.0,4.0,0.0,Wales,7,79.14276,England,4,82.88901
1,2011-08-13,1,129701,1,9,19,0.0,0.0,3.0,0.0,England,4,82.88901,Wales,7,79.14276
117,2011-07-23,1,145189,117,32,3,,,,,Mali,-1,-1.0,Chad,-1,-1.0
135,2011-07-23,1,145189,135,3,32,,,,,Chad,-1,-1.0,Mali,-1,-1.0
117,2011-07-30,1,145290,117,13,3,,,,,Mali,-1,-1.0,Niger,-1,-1.0
128,2011-07-30,1,145290,128,3,13,,,,,Niger,-1,-1.0,Mali,-1,-1.0
14,2011-07-13,1,132762,14,13,24,2.0,0.0,1.0,0.0,Fiji,12,73.01257,Japan,13,71.05266
39,2011-07-16,1,142278,39,32,18,,,,,Uganda,45,46.477448,Kenya,37,51.612385
35,2011-07-16,1,142278,35,18,32,,,,,Kenya,37,51.612385,Uganda,45,46.477448
23,2011-07-13,1,132762,23,24,13,4.0,2.0,0.0,0.0,Japan,13,71.05266,Fiji,12,73.01257
14,2011-07-09,1,132763,14,36,18,5.0,4.0,1.0,0.0,Fiji,13,71.32498000000002,Samoa,10,75.57558
138,2011-06-25,1,138816,138,20,19,,,,,Indonesia,-1,-1.0,Pakistan,-1,-1.0
15,2011-07-09,1,132763,15,18,36,2.0,1.0,2.0,0.0,Samoa,10,75.57558,Fiji,13,71.32498000000002
122,2011-06-25,1,138816,122,19,20,,,,,Pakistan,-1,-1.0,Indonesia,-1,-1.0
69,2011-06-22,1,142272,69,0,11,,,,,Guyana,56,43.74122,Bermuda,51,44.74456
59,2011-06-22,1,142272,59,11,0,,,,,Bermuda,51,44.74456,Guyana,56,43.74122
14,2011-07-02,1,132759,14,21,45,2.0,1.0,2.0,0.0,Fiji,10,74.04772,Tonga,16,68.896126
96,2011-06-18,1,142268,96,24,3,,,,,Reunion,-1,-1.0,Mauritius,-1,-1.0
16,2011-07-02,1,132759,16,45,21,5.0,2.0,2.0,0.0,Tonga,16,68.896126,Fiji,10,74.04772
132,2011-06-18,1,142268,132,3,24,,,,,Mauritius,-1,-1.0,Reunion,-1,-1.0
39,2011-06-12,1,142778,39,15,25,,,,,Uganda,41,48.128345,Zimbabwe,47,46.150223
42,2011-06-12,1,142778,42,25,15,,,,,Zimbabwe,47,46.150223,Uganda,41,48.128345
69,2011-06-11,1,142776,69,20,7,,,,,Guyana,57,43.442524,Barbados,74,39.42947
73,2011-06-11,1,142776,73,7,20,,,,,Barbados,74,39.42947,Guyana,57,43.442524
39,2011-06-18,1,142269,39,58,30,,,,,Uganda,45,46.63053,Madagascar,46,46.450428
52,2011-06-18,1,142269,52,30,58,,,,,Madagascar,46,46.450428,Uganda,45,46.63053
12,2011-06-19,1,141144,12,13,37,1.0,1.0,2.0,0.0,Romania,18,65.57184000000001,Argentina Jaguares,-1,-1.0
89,2011-06-04,1,122959,89,21,5,,,,,Hungary,73,39.68223,Norway,88,35.434147
68,2011-06-04,1,122959,68,5,21,,,,,Norway,88,35.434147,Hungary,73,39.68223
214,2011-06-19,1,141144,214,37,13,3.0,3.0,2.0,1.0,Argentina Jaguares,-1,-1.0,Romania,18,65.57184000000001
78,2011-06-05,1,145445,78,7,26,,,,,Mexico,-1,-1.0,Bermuda,52,44.74456
59,2011-06-05,1,145445,59,26,7,,,,,Bermuda,52,44.74456,Mexico,-1,-1.0
49,2011-06-01,1,138811,49,34,20,,,,,Korea,34,52.86578000000001,Philippines,-1,-1.0
136,2011-06-01,1,138811,136,20,34,,,,,Philippines,-1,-1.0,Korea,34,52.86578000000001
49,2011-06-04,1,138813,49,58,19,,,,,Korea,34,52.86578000000001,Singapore,51,44.96105
92,2011-05-28,1,145444,92,17,12,,,,,Bahamas,85,36.327564,Mexico,-1,-1.0
78,2011-05-28,1,145444,78,12,17,,,,,Mexico,-1,-1.0,Bahamas,85,36.327564
51,2011-06-04,1,138813,51,19,58,,,,,Singapore,51,44.96105,Korea,34,52.86578000000001
4,2011-06-04,1,140788,4,28,31,4.0,4.0,0.0,0.0,Wales,7,79.54948399999998,Barbarians,-1,-1.0
12,2011-06-10,1,141094,12,13,11,1.0,1.0,2.0,0.0,Romania,18,65.33997,Namibia,21,60.658684
160,2011-06-04,1,140788,160,31,28,5.0,3.0,0.0,0.0,Barbarians,-1,-1.0,Wales,7,79.54948399999998
82,2011-06-10,1,141094,82,11,13,1.0,0.0,2.0,0.0,Namibia,21,60.658684,Romania,18,65.33997
10,2011-05-25,1,139792,10,75,14,10.0,3.0,0.0,0.0,Argentina,8,78.973,Uruguay,22,59.995975
70,2011-05-28,1,138809,70,20,22,,,,,Trinidad and Tobago,-1,-1.0,Guyana,63,41.516937
69,2011-05-28,1,138809,69,22,20,,,,,Guyana,63,41.516937,Trinidad and Tobago,-1,-1.0
29,2011-05-25,1,139792,29,14,75,2.0,2.0,0.0,0.0,Uruguay,22,59.995975,Argentina,8,78.973
73,2011-05-21,1,145443,73,10,17,,,,,Barbados,72,40.01155,Trinidad and Tobago,-1,-1.0
70,2011-05-21,1,145443,70,17,10,,,,,Trinidad and Tobago,-1,-1.0,Barbados,72,40.01155
17,2011-05-21,1,133765,17,13,90,1.0,1.0,1.0,1.0,Sri Lanka,45,47.032997,Japan,13,71.44358000000003
26,2011-05-21,1,133766,26,62,3,,,,,Hong Kong,27,54.344463,United Arab Emirates,-1,-1.0
133753,2011-05-21,1,133766,133753,3,62,,,,,United Arab Emirates,-1,-1.0,Hong Kong,27,54.344463
23,2011-05-21,1,133765,23,90,13,11.0,4.0,0.0,0.0,Japan,13,71.44358000000003,Sri Lanka,45,47.032997
41,2011-05-14,1,122958,41,12,10,,,,,Bulgaria,80,37.12185,Finland,93,27.695564
74,2011-05-14,1,122958,74,10,12,,,,,Finland,93,27.695564,Bulgaria,80,37.12185
85,2011-05-14,1,122956,85,23,6,,,,,Austria,83,36.52901,Denmark,62,41.828617
30,2011-05-14,1,122956,30,6,23,,,,,Denmark,62,41.828617,Austria,83,36.52901
78,2011-05-15,1,138798,78,34,20,,,,,Mexico,-1,-1.0,Cayman Islands,66,41.231567
77,2011-05-15,1,138798,77,20,34,,,,,Cayman Islands,66,41.231567,Mexico,-1,-1.0
59,2011-04-30,1,138800,59,13,10,,,,,Bermuda,51,44.74456,Bahamas,87,36.327564
92,2011-04-30,1,138800,92,10,13,,,,,Bahamas,87,36.327564,Bermuda,51,44.74456
99,2011-04-30,1,138799,99,13,19,,,,,British Virgin Islands,-1,-1.0,Barbados,72,40.01155
73,2011-04-30,1,138799,73,19,13,,,,,Barbados,72,40.01155,British Virgin Islands,-1,-1.0
95,2011-04-23,1,133758,95,10,23,,,,,Kazakhstan,27,55.21055,Hong Kong,37,51.42834000000001
26,2011-04-23,1,133758,26,23,10,,,,,Hong Kong,37,51.42834000000001,Kazakhstan,27,55.21055
17,2011-04-23,1,133757,17,13,13,,,,,Sri Lanka,41,48.359257,United Arab Emirates,-1,-1.0
133753,2011-04-23,1,133757,133753,13,13,,,,,United Arab Emirates,-1,-1.0,Sri Lanka,41,48.359257
136,2011-04-16,1,138797,136,10,74,,,,,Philippines,-1,-1.0,Hong Kong,37,51.42834000000001
26,2011-04-16,1,138797,26,74,10,,,,,Hong Kong,37,51.42834000000001,Philippines,-1,-1.0
3,2011-03-19,1,114130,3,24,8,2.0,1.0,4.0,0.0,Ireland,6,81.01508000000003,England,4,83.97649399999997
1,2011-03-19,1,114130,1,8,24,1.0,0.0,1.0,0.0,England,4,83.97649399999997,Ireland,6,81.01508000000003
12,2011-03-19,1,122936,12,64,8,9.0,4.0,1.0,0.0,Romania,18,65.10562,Spain,23,59.667953
18,2011-03-19,1,122936,18,8,64,1.0,0.0,1.0,0.0,Spain,23,59.667953,Romania,18,65.10562
2,2011-03-19,1,114129,2,21,8,2.0,1.0,3.0,0.0,Scotland,9,76.955215,Italy,12,73.93291500000002
20,2011-03-19,1,114129,20,8,21,1.0,0.0,1.0,0.0,Italy,12,73.93291500000002,Scotland,9,76.955215
57,2011-03-19,1,122935,57,9,15,0.0,0.0,2.0,0.0,Russia,19,63.91599300000001,Georgia,14,69.40841
81,2011-03-19,1,122935,81,15,9,2.0,1.0,1.0,0.0,Georgia,14,69.40841,Russia,19,63.91599300000001
139,2011-03-12,1,122934,139,55,8,,,,,Cyprus,-1,-1.0,Bulgaria,81,37.12185
41,2011-03-12,1,122934,41,8,55,,,,,Bulgaria,81,37.12185,Cyprus,-1,-1.0
27,2011-02-26,1,122925,27,12,13,0.0,0.0,3.0,0.0,Portugal,20,63.805294,Georgia,15,68.21191999999999
81,2011-02-26,1,122925,81,13,12,1.0,1.0,2.0,0.0,Georgia,15,68.21191999999999,Portugal,20,63.805294
2,2011-02-27,1,114125,2,18,21,0.0,0.0,5.0,1.0,Scotland,9,77.95548000000002,Ireland,6,80.95286
3,2011-02-27,1,114125,3,21,18,3.0,3.0,0.0,0.0,Ireland,6,80.95286,Scotland,9,77.95548000000002
81,2011-03-12,1,122929,81,18,11,2.0,1.0,2.0,0.0,Georgia,15,69.07126,Romania,18,65.44277
12,2011-03-12,1,122929,12,11,18,1.0,0.0,2.0,0.0,Romania,18,65.44277,Georgia,15,69.07126
20,2011-02-26,1,114123,20,16,24,2.0,0.0,2.0,0.0,Italy,12,72.86041999999998,Wales,8,78.87416
4,2011-02-26,1,114123,4,24,16,2.0,1.0,3.0,1.0,Wales,8,78.87416,Italy,12,72.86041999999998
18,2011-02-26,1,122927,18,35,13,5.0,2.0,0.0,0.0,Spain,23,58.026775,Ukraine,29,54.354645
12,2011-02-26,1,122926,12,33,3,3.0,2.0,2.0,0.0,Romania,19,64.381096,Russia,18,64.45894
80,2011-02-19,1,122924,80,42,25,,,,,Andorra,57,42.90861500000001,Serbia and Montenegro,-1,-1.0
47,2011-02-19,1,122924,47,25,42,,,,,Serbia and Montenegro,-1,-1.0,Andorra,57,42.90861500000001
84,2011-02-26,1,122927,84,13,35,2.0,0.0,1.0,0.0,Ukraine,29,54.354645,Spain,23,58.026775
57,2011-02-26,1,122926,57,3,33,0.0,0.0,1.0,0.0,Russia,18,64.45894,Romania,19,64.381096
2,2011-02-12,1,114121,2,6,24,0.0,0.0,2.0,0.0,Scotland,7,80.54433399999998,Wales,9,76.2853
4,2011-02-12,1,114121,4,24,6,2.0,1.0,4.0,0.0,Wales,9,76.2853,Scotland,7,80.54433399999998
3,2011-02-13,1,114122,3,22,25,3.0,2.0,1.0,0.0,Ireland,6,82.2457,France,5,82.317245
9,2011-02-13,1,114122,9,25,22,1.0,1.0,6.0,0.0,France,5,82.317245,Ireland,6,82.2457
21,2011-02-12,1,122923,21,20,5,,,,,Belgium,25,56.435997,Moldova,34,52.83743000000001
81,2011-02-12,1,122920,81,60,0,9.0,4.0,1.0,0.0,Georgia,15,68.21191999999999,Spain,23,58.026775
18,2011-02-12,1,122920,18,0,60,0.0,0.0,0.0,0.0,Spain,23,58.026775,Georgia,15,68.21191999999999
94,2011-02-12,1,122923,94,5,20,,,,,Moldova,34,52.83743000000001,Belgium,25,56.435997
1,2011-02-26,1,114124,1,17,9,1.0,0.0,4.0,0.0,England,5,83.23943,France,4,83.61009
9,2011-02-26,1,114124,9,9,17,0.0,0.0,3.0,0.0,France,4,83.61009,England,5,83.23943
9,2011-02-05,1,114119,9,34,21,4.0,4.0,1.0,1.0,France,6,81.663864,Scotland,7,81.19771999999998
2,2011-02-05,1,114119,2,21,34,3.0,3.0,0.0,0.0,Scotland,7,81.19771999999998,France,6,81.663864
57,2011-02-12,1,122921,57,19,21,2.0,0.0,2.0,0.0,Russia,18,66.16565,Portugal,20,62.09859
27,2011-02-12,1,122921,27,21,19,2.0,1.0,2.0,0.0,Portugal,20,62.09859,Russia,18,66.16565
27,2011-02-05,1,122918,27,24,17,3.0,2.0,1.0,0.0,Portugal,21,60.938274,Romania,19,65.54140500000001
18,2011-02-05,1,122917,18,24,28,3.0,2.0,1.0,0.0,Spain,23,58.634415,Russia,18,65.55801
12,2011-02-05,1,122918,12,17,24,2.0,2.0,1.0,0.0,Romania,19,65.54140500000001,Portugal,21,60.938274
57,2011-02-05,1,122917,57,28,24,3.0,2.0,3.0,0.0,Russia,18,65.55801,Spain,23,58.634415
7,2010-12-11,1,301280,7,34,0,,,,,Germany,30,53.33971999999999,Hong Kong,36,52.326332
26,2010-12-11,1,301280,26,0,34,,,,,Hong Kong,36,52.326332,Germany,30,53.33971999999999
12,2010-11-27,1,123233,12,39,12,5.0,3.0,2.0,0.0,Romania,19,65.02744,Uruguay,22,61.453865
29,2010-11-27,1,123233,29,12,39,2.0,1.0,0.0,0.0,Uruguay,22,61.453865,Romania,19,65.02744
2,2010-11-27,1,121010,2,19,16,1.0,1.0,3.0,1.0,Scotland,6,81.19771999999998,Samoa,11,74.01064000000002
15,2010-11-27,1,121010,15,16,19,1.0,1.0,3.0,0.0,Samoa,11,74.01064000000002,Scotland,6,81.19771999999998
9,2010-11-20,1,116981,9,15,9,0.0,0.0,4.0,1.0,France,5,82.752655,Argentina,7,80.32584
10,2010-11-20,1,116981,10,9,15,0.0,0.0,3.0,0.0,Argentina,7,80.32584,France,5,82.752655
27,2010-11-20,1,124050,27,24,12,2.0,1.0,2.0,0.0,Portugal,22,60.62583000000001,Namibia,20,62.69348000000001
82,2010-11-20,1,124050,82,12,24,0.0,0.0,2.0,0.0,Namibia,20,62.69348000000001,Portugal,22,60.62583000000001
2,2010-11-20,1,109183,2,21,17,0.0,0.0,6.0,1.0,Scotland,8,79.8085,South Africa,2,86.700676
5,2010-11-20,1,109183,5,17,21,1.0,0.0,4.0,0.0,South Africa,2,86.700676,Scotland,8,79.8085
7,2010-11-20,1,122912,7,17,22,,,,,Germany,30,53.216892,Poland,42,49.67449000000001
13,2010-11-20,1,122912,13,22,17,,,,,Poland,42,49.67449000000001,Germany,30,53.216892
20,2010-11-20,1,119843,20,14,32,1.0,0.0,3.0,0.0,Italy,12,72.34533,Australia,3,85.90256
6,2010-11-20,1,119843,6,32,14,2.0,2.0,6.0,0.0,Australia,3,85.90256,Italy,12,72.34533
22,2010-11-20,1,122913,22,13,25,,,,,Netherlands,38,51.67310300000001,Czechia,36,52.03987
133,2010-11-20,1,122915,133,13,33,,,,,Greece,-1,-1.0,Cyprus,-1,-1.0
91,2010-11-20,1,122913,91,25,13,,,,,Czechia,36,52.03987,Netherlands,38,51.67310300000001
139,2010-11-20,1,122915,139,33,13,,,,,Cyprus,-1,-1.0,Greece,-1,-1.0
47,2010-11-20,1,122914,47,18,15,,,,,Serbia and Montenegro,-1,-1.0,Switzerland,62,42.190407
81,2010-11-20,1,123258,81,22,15,3.0,2.0,1.0,0.0,Georgia,17,66.37894,Canada,14,69.61278
25,2010-11-20,1,123258,25,15,22,2.0,1.0,1.0,0.0,Canada,14,69.61278,Georgia,17,66.37894
56,2010-11-20,1,122914,56,15,18,,,,,Switzerland,62,42.190407,Serbia and Montenegro,-1,-1.0
29,2010-11-13,1,123232,29,21,21,2.0,1.0,2.0,0.0,Uruguay,21,61.38216800000001,Romania,19,65.099144
12,2010-11-13,1,123232,12,21,21,2.0,1.0,2.0,0.0,Romania,19,65.099144,Uruguay,21,61.38216800000001
2,2010-11-13,1,113591,2,3,49,0.0,0.0,1.0,0.0,Scotland,7,79.8085,New Zealand,1,93.04295
8,2010-11-13,1,113591,8,49,3,7.0,7.0,0.0,0.0,New Zealand,1,93.04295,Scotland,7,79.8085
9,2010-11-13,1,116980,9,34,12,3.0,2.0,5.0,0.0,France,4,82.752655,Fiji,10,74.38635
14,2010-11-13,1,116980,14,12,34,0.0,0.0,4.0,0.0,Fiji,10,74.38635,France,4,82.752655
27,2010-11-13,1,122064,27,17,22,1.0,0.0,2.0,0.0,Portugal,22,61.26677,United States of America,15,67.8574
11,2010-11-13,1,122064,11,22,17,3.0,2.0,1.0,0.0,United States of America,15,67.8574,Portugal,22,61.26677
1,2010-11-13,1,109180,1,35,18,2.0,2.0,7.0,0.0,England,5,81.62353,Australia,2,87.892975
6,2010-11-13,1,109180,6,18,35,2.0,1.0,2.0,0.0,Australia,2,87.892975,England,5,81.62353
4,2010-11-13,1,109181,4,25,29,3.0,2.0,2.0,0.0,Wales,9,78.16542,South Africa,3,86.20459
5,2010-11-13,1,109181,5,29,25,2.0,2.0,5.0,0.0,South Africa,3,86.20459,Wales,9,78.16542
3,2010-11-13,1,104319,3,20,10,2.0,2.0,2.0,0.0,Ireland,6,81.04928000000002,Samoa,11,74.01064000000002
15,2010-11-13,1,104319,15,10,20,1.0,1.0,1.0,0.0,Samoa,11,74.01064000000002,Ireland,6,81.04928000000002
61,2010-11-13,1,122911,61,8,18,,,,,Luxembourg,94,33.54095,Bulgaria,90,36.075283
91,2010-11-13,1,122909,91,12,24,,,,,Czechia,31,53.11535600000001,Belgium,26,55.36051
21,2010-11-13,1,122909,21,24,12,,,,,Belgium,26,55.36051,Czechia,31,53.11535600000001
41,2010-11-13,1,122911,41,18,8,,,,,Bulgaria,90,36.075283,Luxembourg,94,33.54095
119,2010-11-13,1,122910,119,15,12,,,,,Armenia,-1,-1.0,Andorra,58,42.90861500000001
80,2010-11-13,1,122910,80,12,15,,,,,Andorra,58,42.90861500000001,Armenia,-1,-1.0
85,2010-11-06,1,122907,85,15,9,,,,,Austria,90,36.061455,Norway,82,37.16839
21,2010-11-06,1,123256,21,12,43,,,,,Belgium,26,55.36051,Canada,14,69.42129
68,2010-11-06,1,122907,68,9,15,,,,,Norway,82,37.16839,Austria,90,36.061455
25,2010-11-06,1,123256,25,43,12,,,,,Canada,14,69.42129,Belgium,26,55.36051
3,2010-11-06,1,104318,3,21,23,2.0,1.0,3.0,0.0,Ireland,5,82.02986999999997,South Africa,3,85.22400999999998
1,2010-11-06,1,109185,1,16,26,1.0,1.0,3.0,0.0,England,6,81.8211,New Zealand,1,92.84538
8,2010-11-06,1,109185,8,26,16,2.0,2.0,4.0,0.0,New Zealand,1,92.84538,England,6,81.8211
41,2010-11-06,1,122902,41,25,22,,,,,Bulgaria,89,36.075283,Greece,-1,-1.0
5,2010-11-06,1,104318,5,23,21,2.0,2.0,3.0,0.0,South Africa,3,85.22400999999998,Ireland,5,82.02986999999997
133,2010-11-06,1,122902,133,22,25,,,,,Greece,-1,-1.0,Bulgaria,89,36.075283
4,2010-11-06,1,116979,4,16,25,1.0,1.0,3.0,0.0,Wales,9,78.57446999999998,Australia,2,87.48392
6,2010-11-06,1,116979,6,25,16,3.0,2.0,2.0,0.0,Australia,2,87.48392,Wales,9,78.57446999999998
108,2010-11-06,1,122904,108,26,33,,,,,Malta,51,46.13658,Latvia,62,42.152596
87,2010-11-06,1,122904,87,33,26,,,,,Latvia,62,42.152596,Malta,51,46.13658
23,2010-11-06,1,119370,23,75,3,10.0,3.0,0.0,0.0,Japan,13,71.20477,Russia,18,65.796814
57,2010-11-06,1,119370,57,3,75,0.0,0.0,1.0,0.0,Russia,18,65.796814,Japan,13,71.20477
87,2010-10-30,1,122900,87,12,14,,,,,Latvia,57,43.0284,Croatia,46,47.270363
83,2010-10-30,1,122900,83,14,12,,,,,Croatia,46,47.270363,Latvia,57,43.0284
90,2010-10-30,1,122899,90,9,6,,,,,Lithuania,40,50.41442,Malta,49,46.43904000000001
108,2010-10-30,1,122899,108,6,9,,,,,Malta,49,46.43904000000001,Lithuania,40,50.41442
23,2010-10-30,1,119369,23,10,13,1.0,1.0,1.0,0.0,Japan,13,72.47904,Samoa,12,72.736374
15,2010-10-30,1,119369,15,13,10,1.0,1.0,2.0,0.0,Samoa,12,72.736374,Japan,13,72.47904
142723,2010-10-29,1,142774,142723,0,50,,,,,Egypt,-1,-1.0,Algeria,-1,-1.0
142722,2010-10-29,1,142774,142722,50,0,,,,,Algeria,-1,-1.0,Egypt,-1,-1.0
97,2010-10-24,1,125442,97,61,6,,,,,Colombia,52,44.992916,Costa Rica,-1,-1.0
123,2010-10-24,1,125442,123,6,61,,,,,Costa Rica,-1,-1.0,Colombia,52,44.992916
68,2010-10-16,1,122896,68,14,14,,,,,Norway,82,37.12975,Denmark,71,40.51614
30,2010-10-16,1,122896,30,14,14,,,,,Denmark,71,40.51614,Norway,82,37.12975
6,2010-09-11,1,103854,6,22,23,2.0,0.0,4.0,0.0,Australia,2,86.03850600000001,New Zealand,1,94.290794
8,2010-09-11,1,103854,8,23,22,2.0,2.0,3.0,0.0,New Zealand,1,94.290794,Australia,2,86.03850600000001
5,2010-08-28,1,103852,5,44,31,5.0,5.0,3.0,0.0,South Africa,2,86.15118000000002,Australia,3,85.111336
